,"41","5","5","5","1","1","41","6","6","7","1","0.5","41","5","5","5","1","1","41","8","10","6","0.08333333333333333","0.2","41","7","6","3","0.3333333333333333","1","41","12","4","13","0.5","0.2","41","7","8","5","0.16666666666666666","1","41","4","6","6","1","1","41","9","0","8","1","0.5","41","9","6","8","0.3333333333333333","0.3333333333333333","41","5","6","5","1","0.5","41","9","6","3","1","0.3333333333333333","41","5","6","4","1","1","41","3","5","5","1","0.3333333333333333","41","8","6","7","0.5","1","41","8","4","5","0.3333333333333333","1","41","7","6","4","1","1","41","1","6","2","1","0.5","41","5","9","2","0.3333333333333333","1","41","10","2","8","1","1","41","9","9","7","0.14285714285714285","0.5","41","5","7","3","0.3333333333333333","1","41","5","1","4","0.3333333333333333","1","41","4","9","1","0.1","1","41","3","5","6","1","0.5","41","4","5","7","1","1","41","7","3","9","1","0.3333333333333333","41","5","5","6","1","1","41","7","6","7","1","0.2","41","5","7","10","0.5","0.25"
,"41","7","7","6","1","1","41","8","9","9","1","0.5","41","8","6","6","1","1","41","12","14","7","0.08333333333333333","0.2","41","10","8","3","0.3333333333333333","1","41","13","4","16","0.5","0.2","41","7","9","7","0.16666666666666666","1","41","4","9","7","1","1","41","9","0","10","1","0.5","41","11","7","10","0.3333333333333333","0.3333333333333333","41","5","9","5","1","0.5","41","14","10","2","1","0.3333333333333333","41","8","8","4","1","1","41","3","7","5","1","0.3333333333333333","41","9","7","9","0.5","1","41","13","5","7","0.3333333333333333","1","41","11","7","5","1","1","41","1","7","2","1","0.5","41","6","13","2","0.3333333333333333","1","41","12","2","11","1","1","41","12","12","7","0.14285714285714285","0.5","41","6","9","3","0.3333333333333333","1","41","7","1","5","0.3333333333333333","1","41","8","13","1","0.1","1","41","4","5","7","1","0.5","41","4","6","9","1","1","41","11","4","11","1","0.3333333333333333","41","7","7","8","1","1","41","10","7","10","1","0.2","41","6","9","12","0.5","0.25"
,"41","11","8","8","1","1","41","10","13","9","1","0.5","41","9","7","7","1","1","41","18","17","6","0.08333333333333333","0.2","41","13","11","2","0.3333333333333333","1","41","15","4","18","0.5","0.2","41","8","11","10","0.16666666666666666","1","41","6","11","8","1","1","41","11","0","14","1","0.5","41","11","8","11","0.3333333333333333","0.3333333333333333","41","7","12","5","1","0.5","41","19","14","0","1","0.3333333333333333","41","11","9","4","1","1","41","6","9","6","1","0.3333333333333333","41","11","8","11","0.5","1","41","17","7","10","0.3333333333333333","1","41","14","8","5","1","1","41","2","8","2","1","0.5","41","12","17","2","0.3333333333333333","1","41","16","2","14","1","1","41","14","15","6","0.14285714285714285","0.5","41","7","11","4","0.3333333333333333","1","41","10","2","5","0.3333333333333333","1","41","8","17","0","0.1","1","41","6","6","8","1","0.5","41","5","7","12","1","1","41","14","5","13","1","0.3333333333333333","41","12","9","11","1","1","41","10","8","11","1","0.2","41","9","11","13","0.5","0.25"
,"41","15","7","12","1","1","41","12","17","8","1","0.5","41","12","8","8","1","1","41","23","21","4","0.08333333333333333","0.2","41","16","15","1","0.3333333333333333","1","41","17","4","21","0.5","0.2","41","10","12","13","0.16666666666666666","1","41","7","13","9","1","1","41","14","0","18","1","0.5","41","12","9","12","0.3333333333333333","0.3333333333333333","41","9","14","5","1","0.5","41","20","16","0","1","0.3333333333333333","41","14","11","4","1","1","41","8","12","6","1","0.3333333333333333","41","13","9","12","0.5","1","41","23","7","12","0.3333333333333333","1","41","16","9","5","1","1","41","3","9","2","1","0.5","41","20","25","1","0.3333333333333333","1","41","19","2","16","1","1","41","17","19","6","0.14285714285714285","0.5","41","8","13","5","0.3333333333333333","1","41","10","1","7","0.3333333333333333","1","41","11","20","0","0.1","1","41","6","6","10","1","0.5","41","8","8","13","1","1","41","16","5","17","1","0.3333333333333333","41","14","10","13","1","1","41","11","9","12","1","0.2","41","13","12","14","0.5","0.25"
,"41","19","7","14","1","1","41","19","20","8","1","0.5","41","14","9","9","1","1","41","28","25","1","0.08333333333333333","0.2","41","18","18","1","0.3333333333333333","1","41","18","4","24","0.5","0.2","41","14","12","15","0.16666666666666666","1","41","8","15","10","1","1","41","15","0","22","1","0.5","41","15","9","13","0.3333333333333333","0.3333333333333333","41","11","16","5","1","0.5","41","21","17","0","1","0.3333333333333333","41","18","13","4","1","1","41","8","14","6","1","0.3333333333333333","41","14","10","13","0.5","1","41","29","7","15","0.3333333333333333","1","41","19","10","5","1","1","41","4","11","2","1","0.5","41","21","30","0","0.3333333333333333","1","41","22","2","19","1","1","41","22","24","5","0.14285714285714285","0.5","41","9","16","6","0.3333333333333333","1","41","13","0","9","0.3333333333333333","1","41","12","23","0","0.1","1","41","7","6","12","1","0.5","41","13","7","15","1","1","41","21","4","21","1","0.3333333333333333","41","17","12","13","1","1","41","12","11","13","1","0.2","41","18","12","16","0.5","0.25"
,"41","22","7","15","1","1","41","20","22","9","1","0.5","41","15","11","11","1","1","41","32","28","0","0.08333333333333333","0.2","41","23","20","0","0.3333333333333333","1","41","19","4","27","0.5","0.2","41","16","12","17","0.16666666666666666","1","41","13","19","10","1","1","41","18","0","26","1","0.5","41","17","9","15","0.3333333333333333","0.3333333333333333","41","12","17","5","1","0.5","41","23","19","0","1","0.3333333333333333","41","20","16","3","1","1","41","9","15","6","1","0.3333333333333333","41","17","10","14","0.5","1","41","35","5","19","0.3333333333333333","1","41","21","11","5","1","1","41","7","15","2","1","0.5","41","23","34","0","0.3333333333333333","1","41","24","2","23","1","1","41","24","26","4","0.14285714285714285","0.5","41","12","20","5","0.3333333333333333","1","41","14","0","10","0.3333333333333333","1","41","16","27","0","0.1","1","41","8","5","14","1","0.5","41","15","6","18","1","1","41","26","3","26","1","0.3333333333333333","41","21","13","13","1","1","41","15","13","14","1","0.2","41","22","11","18","0.5","0.25"
,"41","25","7","16","1","1","41","25","24","10","1","0.5","41","18","12","13","1","1","41","34","31","0","0.08333333333333333","0.2","41","24","22","0","0.3333333333333333","1","41","21","4","29","0.5","0.2","41","18","13","20","0.16666666666666666","1","41","14","24","9","1","1","41","20","0","29","1","0.5","41","21","9","18","0.3333333333333333","0.3333333333333333","41","14","19","5","1","0.5","41","24","21","0","1","0.3333333333333333","41","20","20","2","1","1","41","10","16","6","1","0.3333333333333333","41","20","10","16","0.5","1","41","37","5","21","0.3333333333333333","1","41","23","12","5","1","1","41","10","19","2","1","0.5","41","23","36","0","0.3333333333333333","1","41","27","2","27","1","1","41","28","29","3","0.14285714285714285","0.5","41","16","23","3","0.3333333333333333","1","41","15","0","12","0.3333333333333333","1","41","19","32","0","0.1","1","41","10","5","15","1","0.5","41","18","5","21","1","1","41","33","1","29","1","0.3333333333333333","41","22","13","14","1","1","41","19","16","15","1","0.2","41","30","9","22","0.5","0.25"
,"41","28","7","17","1","1","41","30","27","10","1","0.5","41","22","14","15","1","1","41","35","34","0","0.08333333333333333","0.2","41","26","25","0","0.3333333333333333","1","41","23","4","30","0.5","0.2","41","20","13","23","0.16666666666666666","1","41","17","26","9","1","1","41","22","0","32","1","0.5","41","25","9","22","0.3333333333333333","0.3333333333333333","41","16","20","5","1","0.5","41","26","24","0","1","0.3333333333333333","41","24","25","2","1","1","41","12","18","6","1","0.3333333333333333","41","23","10","19","0.5","1","41","41","4","24","0.3333333333333333","1","41","27","14","5","1","1","41","13","22","2","1","0.5","41","26","39","0","0.3333333333333333","1","41","31","2","30","1","1","41","35","34","1","0.14285714285714285","0.5","41","17","25","2","0.3333333333333333","1","41","17","0","14","0.3333333333333333","1","41","21","35","0","0.1","1","41","14","5","17","1","0.5","41","21","4","24","1","1","41","34","0","32","1","0.3333333333333333","41","24","13","16","1","1","41","24","19","15","1","0.2","41","40","7","26","0.5","0.25"
,"41","31","7","19","1","1","41","32","29","9","1","0.5","41","26","16","15","1","1","41","36","37","0","0.08333333333333333","0.2","41","27","26","0","0.3333333333333333","1","41","26","4","31","0.5","0.2","41","22","13","25","0.16666666666666666","1","41","20","29","8","1","1","41","25","0","36","1","0.5","41","29","9","26","0.3333333333333333","0.3333333333333333","41","22","20","5","1","0.5","41","28","27","0","1","0.3333333333333333","41","24","29","1","1","1","41","13","21","5","1","0.3333333333333333","41","26","10","21","0.5","1","41","46","3","26","0.3333333333333333","1","41","31","16","5","1","1","41","17","26","1","1","0.5","41","26","41","0","0.3333333333333333","1","41","34","2","32","1","1","41","40","38","0","0.14285714285714285","0.5","41","18","27","1","0.3333333333333333","1","41","18","0","16","0.3333333333333333","1","41","22","38","0","0.1","1","41","16","4","18","1","0.5","41","23","3","26","1","1","41","35","0","34","1","0.3333333333333333","41","26","12","19","1","1","41","30","22","15","1","0.2","41","50","5","31","0.5","0.25"
,"41","34","6","21","1","1","41","38","31","8","1","0.5","41","29","18","15","1","1","41","37","38","0","0.08333333333333333","0.2","41","27","27","0","0.3333333333333333","1","41","28","3","32","0.5","0.2","41","23","13","26","0.16666666666666666","1","41","23","31","7","1","1","41","27","0","38","1","0.5","41","32","9","29","0.3333333333333333","0.3333333333333333","41","30","20","5","1","0.5","41","31","31","0","1","0.3333333333333333","41","28","33","0","1","1","41","15","23","5","1","0.3333333333333333","41","30","10","23","0.5","1","41","49","3","28","0.3333333333333333","1","41","34","19","5","1","1","41","19","30","2","1","0.5",,,,,,,"41","37","2","34","1","1","41","41","40","0","0.14285714285714285","0.5","41","20","28","1","0.3333333333333333","1","41","20","0","19","0.3333333333333333","1","41","23","41","0","0.1","1","41","18","3","19","1","0.5","41","25","2","28","1","1","41","38","0","37","1","0.3333333333333333","41","30","12","23","1","1","41","35","23","15","1","0.2","41","54","2","34","0.5","0.25"
,"41","36","6","24","1","1","41","47","35","6","1","0.5","41","29","20","15","1","1","41","38","39","0","0.08333333333333333","0.2","41","28","29","0","0.3333333333333333","1","41","30","2","33","0.5","0.2","41","25","14","27","0.16666666666666666","1","41","24","33","6","1","1","41","28","0","40","1","0.5","41","35","8","31","0.3333333333333333","0.3333333333333333","41","38","20","5","1","0.5","41","34","34","0","1","0.3333333333333333","41","32","37","0","1","1","41","16","24","5","1","0.3333333333333333","41","35","9","26","0.5","1","41","51","2","30","0.3333333333333333","1","41","38","20","4","1","1","41","21","33","2","1","0.5",,,,,,,"41","40","2","35","1","1","41","41","41","0","0.14285714285714285","0.5","41","20","30","0","0.3333333333333333","1","41","22","0","22","0.3333333333333333","1",,,,,,,"41","21","3","20","1","0.5","41","27","1","31","1","1","41","38","0","38","1","0.3333333333333333","41","31","12","25","1","1","41","40","24","15","1","0.2","41","57","2","35","0.5","0.25"
,"41","40","5","27","1","1",,,,,,,"41","32","22","14","1","1","41","39","40","0","0.08333333333333333","0.2","41","30","32","0","0.3333333333333333","1","41","32","2","33","0.5","0.2",,,,,,,"41","25","35","5","1","1","41","29","0","41","1","0.5","41","36","7","33","0.3333333333333333","0.3333333333333333","41","43","21","5","1","0.5","41","36","36","0","1","0.3333333333333333","41","32","39","0","1","1","41","18","25","5","1","0.3333333333333333","41","38","9","29","0.5","1","41","53","1","34","0.3333333333333333","1","41","41","21","4","1","1","41","25","38","2","1","0.5",,,,,,,"41","43","2","36","1","1",,,,,,,"41","21","32","0","0.3333333333333333","1","41","24","0","27","0.3333333333333333","1",,,,,,,"41","23","2","21","1","0.5","41","30","0","34","1","1","41","39","0","40","1","0.3333333333333333","41","34","12","26","1","1","41","43","25","15","1","0.2","41","60","2","37","0.5","0.25"
,"41","43","5","29","1","1",,,,,,,"41","38","23","14","1","1","41","39","41","0","0.08333333333333333","0.2","41","32","35","0","0.3333333333333333","1","41","34","3","32","0.5","0.2",,,,,,,"41","25","36","4","1","1",,,,,,,"41","37","7","34","0.3333333333333333","0.3333333333333333","41","48","21","6","1","0.5","41","36","37","0","1","0.3333333333333333","41","33","40","0","1","1","41","21","27","4","1","0.3333333333333333","41","43","8","31","0.5","1","41","54","0","36","0.3333333333333333","1","41","45","23","4","1","1","41","27","41","0","1","0.5",,,,,,,"41","45","2","38","1","1",,,,,,,"41","21","33","0","0.3333333333333333","1","41","25","0","32","0.3333333333333333","1",,,,,,,"41","23","2","22","1","0.5","41","30","0","36","1","1","41","39","0","41","1","0.3333333333333333","41","40","11","28","1","1","41","48","26","15","1","0.2","41","62","1","39","0.5","0.25"
,"41","46","5","31","1","1",,,,,,,"41","43","24","14","1","1",,,,,,,"41","33","37","0","0.3333333333333333","1","41","40","3","32","0.5","0.2",,,,,,,"41","27","38","2","1","1",,,,,,,,,,,,,"41","53","21","8","1","0.5","41","37","38","0","1","0.3333333333333333","41","33","41","0","1","1","41","26","30","3","1","0.3333333333333333","41","49","6","34","0.5","1","41","56","0","38","0.3333333333333333","1","41","47","25","3","1","1",,,,,,,,,,,,,"41","49","1","39","1","1",,,,,,,"41","22","35","0","0.3333333333333333","1","41","26","0","35","0.3333333333333333","1",,,,,,,"41","24","2","23","1","0.5","41","30","0","38","1","1",,,,,,,"41","45","10","30","1","1",,,,,,,"41","65","0","41","0.5","0.25"
,"41","52","4","34","1","1",,,,,,,"41","47","25","15","1","1",,,,,,,"41","34","39","0","0.3333333333333333","1","41","44","3","32","0.5","0.2",,,,,,,"41","29","39","2","1","1",,,,,,,,,,,,,"41","55","21","10","1","0.5","41","37","39","0","1","0.3333333333333333",,,,,,,"41","31","32","2","1","0.3333333333333333","41","54","5","36","0.5","1","41","59","0","41","0.3333333333333333","1","41","52","28","1","1","1",,,,,,,,,,,,,"41","51","0","41","1","1",,,,,,,"41","24","37","0","0.3333333333333333","1","41","27","0","36","0.3333333333333333","1",,,,,,,"41","25","2","25","1","0.5","41","32","0","40","1","1",,,,,,,"41","47","9","32","1","1",,,,,,,,,,,,
,"41","56","3","37","1","1",,,,,,,"41","52","26","15","1","1",,,,,,,"41","35","41","0","0.3333333333333333","1","41","48","2","33","0.5","0.2",,,,,,,,,,,,,,,,,,,,,,,,,"41","60","21","12","1","0.5","41","37","41","0","1","0.3333333333333333",,,,,,,"41","31","33","2","1","0.3333333333333333",,,,,,,,,,,,,"41","54","31","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,"41","25","38","0","0.3333333333333333","1","41","28","0","37","0.3333333333333333","1",,,,,,,"41","26","2","26","1","0.5","41","32","0","41","1","1",,,,,,,,,,,,,,,,,,,,,,,,
,"41","58","2","39","1","1",,,,,,,,,,,,,,,,,,,,,,,,,"41","52","2","34","0.5","0.2",,,,,,,,,,,,,,,,,,,,,,,,,"41","63","21","14","1","0.5",,,,,,,,,,,,,"41","31","34","2","1","0.3333333333333333",,,,,,,,,,,,,"41","56","34","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,"41","26","40","0","0.3333333333333333","1","41","28","0","38","0.3333333333333333","1",,,,,,,"41","26","2","27","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","57","2","36","0.5","0.2",,,,,,,,,,,,,,,,,,,,,,,,,"41","67","21","15","1","0.5",,,,,,,,,,,,,"41","32","36","2","1","0.3333333333333333",,,,,,,,,,,,,"41","58","36","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,"41","27","41","0","0.3333333333333333","1","41","28","0","39","0.3333333333333333","1",,,,,,,"41","26","1","28","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","64","1","38","0.5","0.2",,,,,,,,,,,,,,,,,,,,,,,,,"41","71","21","17","1","0.5",,,,,,,,,,,,,"41","33","37","2","1","0.3333333333333333",,,,,,,,,,,,,"41","58","37","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","29","0","40","0.3333333333333333","1",,,,,,,"41","28","0","29","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","69","1","40","0.5","0.2",,,,,,,,,,,,,,,,,,,,,,,,,"41","75","22","16","1","0.5",,,,,,,,,,,,,"41","33","38","2","1","0.3333333333333333",,,,,,,,,,,,,"41","59","38","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","29","0","41","0.3333333333333333","1",,,,,,,"41","29","0","30","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","77","23","16","1","0.5",,,,,,,,,,,,,"41","34","39","2","1","0.3333333333333333",,,,,,,,,,,,,"41","60","40","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","29","0","32","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","81","24","15","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","61","41","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","29","0","34","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","89","26","13","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","29","0","37","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","101","30","9","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","30","0","39","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","109","33","6","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","31","0","41","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","116","36","4","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","119","38","3","1","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
