,"31","21","29","0","0.2","1","31","24","0","20","0.5","1","31","27","0","19","1","0.5","31","14","17","0","1","1","31","21","20","9","1","0.3333333333333333","31","21","31","0","1","1","31","21","0","16","1","1","31","19","21","8","1","1","31","8","2","16","1","0.5","31","35","0","26","1","1","31","40","20","7","0.2","1","31","12","0","19","1","1","31","14","0","22","0.5","1","31","16","29","0","1","1","31","44","11","17","1","1","31","8","13","12","1","1","31","31","15","6","0.5","1","31","15","24","3","1","1","31","32","12","18","1","1","31","47","4","20","1","1","31","8","0","27","1","1","31","13","20","3","1","1","31","22","20","1","1","1",,,,,,,"31","27","1","15","1","0.3333333333333333","31","26","17","3","1","1","31","10","16","6","0.5","0.3333333333333333","31","27","25","2","1","0.5","31","10","6","19","1","0.5","31","23","0","29","0.125","1"
,"31","22","30","0","0.2","1","31","25","0","22","0.5","1","31","28","0","21","1","0.5","31","14","18","0","1","1","31","25","23","7","1","0.3333333333333333",,,,,,,"31","22","0","19","1","1","31","21","23","8","1","1","31","10","2","19","1","0.5","31","37","0","28","1","1","31","44","21","7","0.2","1","31","13","0","21","1","1","31","15","0","23","0.5","1","31","17","30","0","1","1","31","48","10","21","1","1","31","9","15","12","1","1","31","33","17","6","0.5","1","31","15","26","1","1","1","31","36","12","19","1","1","31","49","3","22","1","1","31","9","0","29","1","1","31","14","23","3","1","1","31","26","22","0","1","1",,,,,,,"31","30","1","17","1","0.3333333333333333","31","28","18","3","1","1","31","12","17","5","0.5","0.3333333333333333","31","29","26","1","1","0.5","31","14","6","21","1","0.5","31","23","0","31","0.125","1"
,"31","23","31","0","0.2","1","31","25","0","24","0.5","1","31","28","0","22","1","0.5","31","15","19","0","1","1","31","32","26","5","1","0.3333333333333333",,,,,,,"31","25","0","23","1","1",,,,,,,"31","14","2","21","1","0.5","31","37","0","30","1","1","31","50","23","7","0.2","1","31","14","0","23","1","1","31","15","0","25","0.5","1","31","18","31","0","1","1",,,,,,,"31","9","16","13","1","1","31","38","20","5","0.5","1","31","15","27","1","1","1",,,,,,,"31","56","1","25","1","1","31","10","0","31","1","1","31","17","25","3","1","1","31","27","23","0","1","1",,,,,,,"31","33","1","18","1","0.3333333333333333","31","30","19","2","1","1","31","14","19","4","0.5","0.3333333333333333","31","31","26","1","1","0.5","31","16","5","24","1","0.5",,,,,,
,,,,,,,"31","26","0","26","0.5","1","31","29","0","23","1","0.5","31","15","20","0","1","1",,,,,,,,,,,,,"31","27","0","26","1","1",,,,,,,"31","16","1","24","1","0.5","31","37","0","31","1","1","31","54","24","7","0.2","1","31","14","0","24","1","1","31","16","0","28","0.5","1",,,,,,,,,,,,,"31","9","16","13","1","1","31","41","23","4","0.5","1","31","15","29","0","1","1",,,,,,,"31","58","0","27","1","1",,,,,,,"31","24","28","2","1","1","31","28","25","0","1","1",,,,,,,"31","36","1","19","1","0.3333333333333333","31","32","21","1","1","1","31","18","21","3","0.5","0.3333333333333333","31","31","26","1","1","0.5","31","18","4","26","1","0.5",,,,,,
,,,,,,,"31","26","0","28","0.5","1","31","30","0","25","1","0.5","31","15","21","0","1","1",,,,,,,,,,,,,"31","28","0","28","1","1",,,,,,,"31","19","1","26","1","0.5",,,,,,,,,,,,,"31","15","0","26","1","1","31","18","0","30","0.5","1",,,,,,,,,,,,,"31","9","17","13","1","1","31","43","26","3","0.5","1","31","15","31","0","1","1",,,,,,,"31","59","0","28","1","1",,,,,,,"31","28","30","1","1","1","31","29","28","0","1","1",,,,,,,"31","39","1","21","1","0.3333333333333333","31","36","23","0","1","1","31","19","22","3","0.5","0.3333333333333333","31","31","26","1","1","0.5","31","20","2","28","1","0.5",,,,,,
,,,,,,,"31","26","0","30","0.5","1","31","31","0","27","1","0.5","31","16","22","0","1","1",,,,,,,,,,,,,"31","30","0","30","1","1",,,,,,,"31","21","1","28","1","0.5",,,,,,,,,,,,,"31","15","0","28","1","1","31","18","0","31","0.5","1",,,,,,,,,,,,,"31","10","18","13","1","1","31","49","28","2","0.5","1",,,,,,,,,,,,,"31","59","0","29","1","1",,,,,,,,,,,,,"31","30","29","0","1","1",,,,,,,"31","42","1","24","1","0.3333333333333333","31","37","25","0","1","1","31","19","23","3","0.5","0.3333333333333333","31","31","26","2","1","0.5","31","25","1","30","1","0.5",,,,,,
,,,,,,,"31","26","0","31","0.5","1","31","32","0","29","1","0.5","31","17","23","0","1","1",,,,,,,,,,,,,"31","30","0","31","1","1",,,,,,,"31","22","0","30","1","0.5",,,,,,,,,,,,,"31","16","0","29","1","1",,,,,,,,,,,,,,,,,,,,,,,,,"31","56","30","1","0.5","1",,,,,,,,,,,,,"31","59","0","30","1","1",,,,,,,,,,,,,"31","30","30","0","1","1",,,,,,,"31","46","1","27","1","0.3333333333333333","31","38","27","0","1","1","31","19","24","3","0.5","0.3333333333333333","31","32","26","3","1","0.5",,,,,,,,,,,,
,,,,,,,,,,,,,"31","33","0","31","1","0.5","31","17","24","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,"31","22","0","31","1","0.5",,,,,,,,,,,,,"31","17","0","31","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","59","0","31","1","1",,,,,,,,,,,,,"31","31","31","0","1","1",,,,,,,"31","51","0","30","1","0.3333333333333333","31","38","29","0","1","1","31","21","24","3","0.5","0.3333333333333333","31","33","26","4","1","0.5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"31","18","25","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","52","0","31","1","0.3333333333333333","31","39","30","0","1","1","31","23","25","2","0.5","0.3333333333333333","31","36","26","5","1","0.5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"31","18","26","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","40","31","0","1","1","31","26","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"31","18","28","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","26","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"31","18","30","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","28","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"31","18","31","0","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","28","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","30","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","30","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","30","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","30","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","30","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","30","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","32","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","32","26","2","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","32","27","1","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","32","28","1","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","34","29","0","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","34","30","0","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","34","31","0","0.5","0.3333333333333333",,,,,,,,,,,,,,,,,,
