"BehaviorSpace results (NetLogo 5.2.1)"
"trust01_v8.nlogo"
"experiment10"
"11/03/2015 17:18:09:592 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","confirmationSkeptic","_network_type","proportionSkeptic","discovery_type","_nodes","_log","_exportMovie","[step]","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP"
"12","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","2","3","4","0.2","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.3333333333333333","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","2","2","6","0.2","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","0","1","2","0.3333333333333333","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","4","1","8","0.2","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","3","2","4","0.3333333333333333","0.5"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.16666666666666666","0.5"
"13","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","5","2","7","0.3333333333333333","0.5"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","0","2","2","0.16666666666666666","0.5"
"13","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","5","1","9","0.3333333333333333","0.5"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","0","2","3","0.16666666666666666","0.5"
"13","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","7","1","9","0.3333333333333333","0.5"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","0","1","4","0.16666666666666666","0.5"
"13","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","7","1","10","0.3333333333333333","0.5"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","1","1","6","0.16666666666666666","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","8","0","11","0.2","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","2","0","8","0.16666666666666666","0.5"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","2","0","10","0.16666666666666666","0.5"
"14","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","3","0","11","0.16666666666666666","0.5"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.3333333333333333","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","2","2","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","4","3","2","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","0","1","2","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","6","4","2","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","1","1","3","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","8","5","1","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","2","1","5","1","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","2","1","7","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","10","6","1","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","2","0","8","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","11","8","0","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","3","0","9","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","12","10","0","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","4","0","10","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","8","11","13","11","0","0.3333333333333333","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","8","11","4","0","11","1","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","2","2","2","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","1","2","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","4","3","3","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","3","1","3","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","6","3","5","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","5","0","4","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","10","2","7","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","5","0","5","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","12","1","9","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","6","0","6","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","14","0","11","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","7","0","7","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","7","0","8","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","8","11","8","0","9","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","9","11","9","0","10","0.5","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","10","11","10","0","11","0.5","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","0.3333333333333333"
"16","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","0","2","2","1","0.3333333333333333"
"16","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","1","3","3","1","0.3333333333333333"
"16","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","1","4","3","1","0.3333333333333333"
"16","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","3","6","3","1","0.3333333333333333"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","5","7","3","1","0.3333333333333333"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","3","1","2","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","8","8","3","1","0.3333333333333333"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","0.16666666666666666"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","5","0","3","1","1"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","2","2","1","0.16666666666666666"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","5","0","4","1","1"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","6","0","5","1","1"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","4","3","2","1","0.16666666666666666"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","6","0","7","1","1"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","0.5"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","6","0","8","1","1"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","7","5","2","1","0.16666666666666666"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","2","2","1","0.5"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","9","7","2","1","0.16666666666666666"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","1","3","4","1","0.5"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","13","8","1","1","0.16666666666666666"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","15","9","1","1","0.16666666666666666"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","1","2","5","1","0.5"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","4","2","6","1","0.5"
"21","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","19","11","0","1","0.16666666666666666"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","7","1","8","1","0.5"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","10","1","9","1","0.5"
"22","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","12","0","11","1","0.5"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","1"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","2","2","2","1","1"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","3","3","3","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","0","2","2","1","1"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","7","3","3","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","1","2","3","1","1"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","13","4","4","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","4","2","4","1","1"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","18","4","5","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","5","2","5","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","7","1","7","1","1"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","23","5","5","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","8","1","9","1","1"
"23","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","29","6","5","1","1"
"24","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","11","0","11","1","1"
"26","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","0.25"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","7","0","9","1","1"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","8","11","7","0","10","1","1"
"26","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","2","1","1","1","0.25"
"20","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","9","11","8","0","11","1","1"
"26","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","5","2","1","1","0.25"
"26","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","7","4","1","1","0.25"
"26","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","10","6","0","1","0.25"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.3333333333333333","0.5"
"26","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","12","9","0","1","0.25"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","2","2","0.3333333333333333","0.5"
"26","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","13","11","0","1","0.25"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","5","3","3","0.3333333333333333","0.5"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","8","5","3","0.3333333333333333","0.5"
"27","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","0.3333333333333333"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","10","6","2","0.3333333333333333","0.5"
"27","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","2","2","1","0.3333333333333333"
"27","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","1","3","4","1","0.3333333333333333"
"27","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","2","3","7","1","0.3333333333333333"
"27","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","2","2","9","1","0.3333333333333333"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","12","8","1","0.3333333333333333","0.5"
"28","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","0.3333333333333333"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","17","10","0","0.3333333333333333","0.5"
"28","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","2","2","1","0.3333333333333333"
"25","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","17","11","0","0.3333333333333333","0.5"
"28","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","3","3","4","1","0.3333333333333333"
"28","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","6","4","6","1","0.3333333333333333"
"28","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","8","4","7","1","0.3333333333333333"
"29","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","1","0.2"
"30","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.3333333333333333","0.3333333333333333"
"29","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","3","2","1","1","0.2"
"30","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","1","2","2","0.3333333333333333","0.3333333333333333"
"29","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","6","3","1","1","0.2"
"30","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","2","4","3","0.3333333333333333","0.3333333333333333"
"30","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","5","5","3","0.3333333333333333","0.3333333333333333"
"29","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","9","4","1","1","0.2"
"30","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","8","6","3","0.3333333333333333","0.3333333333333333"
"29","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","13","6","1","1","0.2"
"30","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","13","8","2","0.3333333333333333","0.3333333333333333"
"29","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","19","9","0","1","0.2"
"30","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","17","10","1","0.3333333333333333","0.3333333333333333"
"29","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","20","11","0","1","0.2"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","0","11","0","1","1","0.3333333333333333","0.3333333333333333"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","1","11","2","2","2","0.3333333333333333","0.3333333333333333"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","2","11","5","2","3","0.3333333333333333","0.3333333333333333"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","3","11","9","2","5","0.3333333333333333","0.3333333333333333"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","4","11","11","1","6","0.3333333333333333","0.3333333333333333"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","5","11","13","0","8","0.3333333333333333","0.3333333333333333"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","6","11","15","0","10","0.3333333333333333","0.3333333333333333"
"1","95","""small-world""","50","""lazyP-skepticNotP""","10","true","false","7","11","15","0","11","0.3333333333333333","0.3333333333333333"
