"BehaviorSpace results (NetLogo 5.2.1)"
"trust01_v8.nlogo"
"experiment30"
"11/03/2015 17:06:59:088 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","confirmationSkeptic","_network_type","proportionSkeptic","discovery_type","_nodes","_log","_exportMovie","[step]","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","12","14","2","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","14","16","0","1","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","0","2","2","1","0.3333333333333333"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","14","17","0","1","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","2","3","3","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","5","4","5","1","0.3333333333333333"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","14","18","0","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","15","19","0","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","15","20","0","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","15","31","15","21","0","1","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","6","5","7","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","7","6","10","1","0.3333333333333333"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","16","31","16","22","0","1","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","8","7","11","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","9","8","12","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","13","10","12","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","16","13","11","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","17","17","10","1","0.3333333333333333"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","17","31","17","23","0","1","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","21","20","9","1","0.3333333333333333"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","25","23","7","1","0.3333333333333333"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","18","31","17","24","0","1","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","32","26","5","1","0.3333333333333333"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","19","31","18","25","0","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","20","31","18","26","0","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","21","31","18","28","0","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","1","2","2","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","1","3","2","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","2","5","2","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","22","31","18","30","0","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","4","8","2","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","8","14","2","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","11","21","1","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","15","26","1","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","18","28","1","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","20","29","0","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","20","30","0","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","21","31","0","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","23","31","18","31","0","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","2","2","2","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","2","3","3","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","2","4","4","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","4","5","6","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","5","6","7","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","6","7","8","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","9","9","9","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","12","12","9","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","14","16","8","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","16","19","8","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","19","21","8","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","21","23","8","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","0.5"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","2","2","2","1","0.5"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","3","2","4","1","0.5"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","3","2","5","1","0.5"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","4","2","6","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","3","1","2","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","4","2","7","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","6","1","3","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","5","2","9","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","9","1","4","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","5","2","10","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","11","1","5","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","6","2","11","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","13","0","6","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","8","2","13","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","14","0","7","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","8","2","14","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","15","0","9","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","16","0","10","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","8","2","16","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","16","0","11","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","10","2","19","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","18","0","13","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","21","0","16","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","14","2","21","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","22","0","19","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","16","1","24","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","25","0","23","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","27","0","26","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","15","31","19","1","26","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","15","31","28","0","28","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","16","31","21","1","28","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","16","31","30","0","30","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","17","31","30","0","31","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","17","31","22","0","30","1","0.5"
"9","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","18","31","22","0","31","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","1","2","2","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","4","4","3","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","8","7","5","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","14","10","7","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","17","12","8","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","19","13","8","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","21","15","8","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","25","16","7","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","30","17","7","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","36","19","7","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","40","20","7","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","44","21","7","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","50","23","7","0.2","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","54","24","7","0.2","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","1","2","2","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","2","3","3","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","3","4","4","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","7","5","6","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","10","6","9","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","14","6","12","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","21","5","17","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","27","3","20","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","32","1","23","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","1","2","2","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","1","4","3","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","2","5","5","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","4","6","6","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","5","5","8","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","8","5","9","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","11","3","12","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","11","1","15","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","11","0","18","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","13","0","20","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","14","0","22","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","15","0","23","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","15","0","25","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","16","0","28","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","15","31","18","0","30","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","16","31","18","0","31","0.5","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","35","0","25","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","35","0","26","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","37","0","28","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","37","0","30","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","37","0","31","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","0","2","1","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","0","3","1","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","1","5","1","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","3","8","1","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","3","10","1","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","0","2","1","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","6","12","1","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","2","2","1","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","9","16","1","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","3","2","2","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","3","1","4","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","10","21","1","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","6","0","6","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","13","24","1","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","9","0","9","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","13","26","1","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","9","0","10","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","10","0","11","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","16","29","0","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","10","0","13","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","17","30","0","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","11","0","16","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","18","31","0","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","12","0","19","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","13","0","21","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","14","0","23","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","14","0","24","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","15","31","15","0","26","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","16","31","15","0","28","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","17","31","16","0","29","1","1"
"12","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","18","31","17","0","31","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","1","2","2","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","2","3","3","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","3","4","4","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","4","5","6","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","2","2","2","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","4","6","7","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","4","2","3","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","5","7","8","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","7","3","4","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","7","9","9","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","8","10","10","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","12","5","5","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","8","11","11","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","16","8","6","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","8","11","12","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","19","9","6","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","8","13","12","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","9","15","12","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","9","16","13","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","9","16","13","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","15","31","9","17","13","1","1"
"16","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","16","31","10","18","13","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","0","2","2","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","1","3","3","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","1","4","5","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","1","5","6","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","3","6","8","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","4","9","8","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","7","12","7","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","9","16","7","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","22","10","7","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","30","11","9","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","11","20","6","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","13","22","5","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","37","13","11","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","15","24","3","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","15","26","1","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","13","31","15","27","1","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","14","31","15","29","0","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","41","12","14","1","1"
"18","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","15","31","15","31","0","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","11","31","44","11","17","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","12","31","48","10","21","1","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","0.5","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","2","2","2","0.5","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","4","3","3","0.5","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","5","4","4","0.5","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","7","5","4","0.5","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","11","7","5","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","0","31","0","1","1","1","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","6","31","15","9","6","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","1","31","2","2","2","1","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","2","31","3","3","3","1","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","7","31","20","11","7","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","3","31","4","4","5","1","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","8","31","22","12","7","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","4","31","6","5","8","1","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","9","31","26","13","6","0.5","1"
"19","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","5","31","8","7","9","1","1"
"17","95","""small-world""","50","""lazyP-skepticNotP""","30","true","false","10","31","28","14","6","0.5","1"
