"BehaviorSpace results (NetLogo 5.2.1)"
"trust01_v8.nlogo"
"experiment40"
"11/03/2015 17:18:37:689 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","confirmationSkeptic","_network_type","proportionSkeptic","discovery_type","_nodes","_log","_exportMovie","[step]","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","14","9","9","1","1"
"2","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","20","22","9","1","0.5"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","15","11","11","1","1"
"2","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","25","24","10","1","0.5"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","18","12","13","1","1"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","22","14","15","1","1"
"2","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","30","27","10","1","0.5"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","26","16","15","1","1"
"2","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","32","29","9","1","0.5"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","29","18","15","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","35","34","0","0.08333333333333333","0.2"
"2","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","38","31","8","1","0.5"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","29","20","15","1","1"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","32","22","14","1","1"
"4","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","36","37","0","0.08333333333333333","0.2"
"2","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","47","35","6","1","0.5"
"4","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","37","38","0","0.08333333333333333","0.2"
"4","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","38","39","0","0.08333333333333333","0.2"
"4","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","39","40","0","0.08333333333333333","0.2"
"4","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","39","41","0","0.08333333333333333","0.2"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","38","23","14","1","1"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","17","41","43","24","14","1","1"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","18","41","47","25","15","1","1"
"3","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","19","41","52","26","15","1","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","1","2","2","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","4","3","4","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","8","4","8","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","12","4","13","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","13","4","16","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","15","4","18","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","17","4","21","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","18","4","24","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","19","4","27","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","21","4","29","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","23","4","30","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","26","4","31","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","28","3","32","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","30","2","33","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","32","2","33","0.5","0.2"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","34","3","32","0.5","0.2"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","0.3333333333333333","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","17","41","40","3","32","0.5","0.2"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","1","2","2","0.3333333333333333","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","18","41","44","3","32","0.5","0.2"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","3","3","2","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","5","5","3","0.3333333333333333","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","19","41","48","2","33","0.5","0.2"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","7","6","3","0.3333333333333333","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","20","41","52","2","34","0.5","0.2"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","0.16666666666666666","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","10","8","3","0.3333333333333333","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","21","41","57","2","36","0.5","0.2"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","0","2","2","0.16666666666666666","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","13","11","2","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","16","15","1","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","18","18","1","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","23","20","0","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","24","22","0","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","26","25","0","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","27","26","0","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","27","27","0","0.3333333333333333","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","2","3","3","0.16666666666666666","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","28","29","0","0.3333333333333333","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","22","41","64","1","38","0.5","0.2"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","4","5","4","0.16666666666666666","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","30","32","0","0.3333333333333333","1"
"6","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","23","41","69","1","40","0.5","0.2"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","7","8","5","0.16666666666666666","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","32","35","0","0.3333333333333333","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","7","9","7","0.16666666666666666","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","17","41","33","37","0","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","18","41","34","39","0","0.3333333333333333","1"
"5","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","19","41","35","41","0","0.3333333333333333","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","8","11","10","0.16666666666666666","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","0","2","2","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","10","12","13","0.16666666666666666","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","1","3","3","1","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","2","4","4","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","14","12","15","0.16666666666666666","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","4","6","6","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","16","12","17","0.16666666666666666","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","4","9","7","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","18","13","20","0.16666666666666666","1"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","6","11","8","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","7","13","9","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","20","13","23","0.16666666666666666","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","3","1","2","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","8","15","10","1","1"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","22","13","25","0.16666666666666666","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","5","1","4","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","13","19","10","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","8","0","6","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","23","13","26","0.16666666666666666","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","9","0","8","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","14","24","9","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","9","0","10","1","0.5"
"7","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","25","14","27","0.16666666666666666","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","11","0","14","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","17","26","9","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","14","0","18","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","20","29","8","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","15","0","22","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","23","31","7","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","18","0","26","1","0.5"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","20","0","29","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","24","33","6","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","22","0","32","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","25","35","5","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","25","0","36","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","25","36","4","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","27","0","38","1","0.5"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","28","0","40","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","17","41","27","38","2","1","1"
"9","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","29","0","41","1","0.5"
"8","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","18","41","29","39","2","1","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","0","2","2","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","2","3","3","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","1","2","2","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","3","4","4","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","2","3","4","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","5","6","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","5","4","4","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","5","9","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","9","6","3","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","7","12","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","14","10","2","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","9","14","5","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","11","16","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","19","14","0","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","12","17","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","20","16","0","1","0.3333333333333333"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","21","17","0","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","14","19","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","23","19","0","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","16","20","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","24","21","0","1","0.3333333333333333"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","26","24","0","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","22","20","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","28","27","0","1","0.3333333333333333"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","31","31","0","1","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","30","20","5","1","0.5"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","0.3333333333333333","0.3333333333333333"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","34","34","0","1","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","2","2","2","0.3333333333333333","0.3333333333333333"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","36","36","0","1","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","3","3","4","0.3333333333333333","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","38","20","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","36","37","0","1","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","7","5","7","0.3333333333333333","0.3333333333333333"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","17","41","37","38","0","1","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","9","6","8","0.3333333333333333","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","43","21","5","1","0.5"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","18","41","37","39","0","1","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","11","7","10","0.3333333333333333","0.3333333333333333"
"12","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","19","41","37","41","0","1","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","11","8","11","0.3333333333333333","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","48","21","6","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","17","41","53","21","8","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","18","41","55","21","10","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","19","41","60","21","12","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","20","41","63","21","14","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","21","41","67","21","15","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","22","41","71","21","17","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","23","41","75","22","16","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","24","41","77","23","16","1","0.5"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","25","41","81","24","15","1","0.5"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","12","9","12","0.3333333333333333","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","26","41","89","26","13","1","0.5"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","15","9","13","0.3333333333333333","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","27","41","101","30","9","1","0.5"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","17","9","15","0.3333333333333333","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","21","9","18","0.3333333333333333","0.3333333333333333"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","28","41","109","33","6","1","0.5"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","25","9","22","0.3333333333333333","0.3333333333333333"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","29","9","26","0.3333333333333333","0.3333333333333333"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","1","2","2","1","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","29","41","116","36","4","1","0.5"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","2","3","3","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","32","9","29","0.3333333333333333","0.3333333333333333"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","2","4","4","1","1"
"11","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","30","41","119","38","3","1","0.5"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","35","8","31","0.3333333333333333","0.3333333333333333"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","5","6","4","1","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","8","8","4","1","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","11","9","4","1","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","14","11","4","1","1"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","36","7","33","0.3333333333333333","0.3333333333333333"
"10","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","37","7","34","0.3333333333333333","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","1","2","2","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","2","3","3","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","3","4","5","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","3","5","5","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","5","41","3","7","5","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","6","41","6","9","6","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","7","41","8","12","6","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","8","14","6","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","9","15","6","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","10","16","6","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","12","18","6","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","13","21","5","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","13","41","15","23","5","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","14","41","16","24","5","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","15","41","18","25","5","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","16","41","21","27","4","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","17","41","26","30","3","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","18","41","31","32","2","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","19","41","31","33","2","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","20","41","31","34","2","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","21","41","32","36","2","1","0.3333333333333333"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","22","41","33","37","2","1","0.3333333333333333"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","8","41","18","13","4","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","23","41","33","38","2","1","0.3333333333333333"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","9","41","20","16","3","1","1"
"14","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","24","41","34","39","2","1","0.3333333333333333"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","10","41","20","20","2","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","0","41","0","1","1","0.5","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","1","41","2","2","2","0.5","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","2","41","3","4","3","0.5","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","3","41","6","5","5","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","11","41","24","25","2","1","1"
"15","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","4","41","8","6","7","0.5","1"
"13","95","""small-world""","50","""lazyP-skepticNotP""","40","true","false","12","41","24","29","1","1","1"
