"BehaviorSpace results (NetLogo 5.3)"
"untrust01.nlogo"
"experiment2_distrust10sw_lazy300"
"08/19/2016 14:24:23:017 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","_log","discovery_type","_exportMovie","proportionSkeptic","_network_type","_nodes","confirmationSkeptic","[step]","count turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","sum [costsTrust] of turtles","sum [costsDisTrust] of turtles","count links with [color = yellow]","count links with [color = green]"
"1","true","""random""","false","10","""small-world""","300","95","71","301","247","54","1","1","555","170","128","172"
"2","true","""random""","false","10","""small-world""","300","95","57","301","81","222","0.5","0.3333333333333333","189","324","256","44"
"5","true","""random""","false","10","""small-world""","300","95","47","301","179","122","0.5","0.125","399","158","124","176"
"7","true","""random""","false","10","""small-world""","300","95","63","301","119","182","0.3333333333333333","1","668","189","111","189"
"6","true","""random""","false","10","""small-world""","300","95","92","301","254","47","1","0.5","993","570","199","101"
"4","true","""random""","false","10","""small-world""","300","95","150","301","234","67","1","1","1119","550","193","107"
"3","true","""random""","false","10","""small-world""","300","95","56","301","102","199","1","1","336","369","238","62"
"8","true","""random""","false","10","""small-world""","300","95","87","301","222","79","1","0.5","798","223","119","181"
"11","true","""random""","false","10","""small-world""","300","95","86","301","114","187","0.5","1","275","360","242","58"
"10","true","""random""","false","10","""small-world""","300","95","77","301","27","274","1","1","494","405","246","54"
"12","true","""random""","false","10","""small-world""","300","95","46","301","40","261","1","1","317","162","132","168"
"9","true","""random""","false","10","""small-world""","300","95","97","301","120","181","0.5","0.3333333333333333","861","520","203","97"
"15","true","""random""","false","10","""small-world""","300","95","54","301","269","32","1","1","550","197","124","176"
"13","true","""random""","false","10","""small-world""","300","95","61","301","100","201","1","0.16666666666666666","214","325","253","47"
"17","true","""random""","false","10","""small-world""","300","95","55","301","138","163","1","1","282","145","129","171"
"18","true","""random""","false","10","""small-world""","300","95","56","301","191","110","1","1","306","347","254","46"
"16","true","""random""","false","10","""small-world""","300","95","103","301","234","67","1","0.1","866","535","206","94"
"20","true","""random""","false","10","""small-world""","300","95","64","301","157","144","1","1","572","431","216","84"
"19","true","""random""","false","10","""small-world""","300","95","79","301","181","120","1","1","429","154","125","175"
"14","true","""random""","false","10","""small-world""","300","95","151","301","142","159","0.08333333333333333","1","579","414","235","65"
"22","true","""random""","false","10","""small-world""","300","95","69","301","141","160","1","0.5","513","398","226","74"
"25","true","""random""","false","10","""small-world""","300","95","62","301","259","42","0.08333333333333333","1","248","345","249","51"
"23","true","""random""","false","10","""small-world""","300","95","65","301","167","134","1","0.3333333333333333","381","148","129","171"
"24","true","""random""","false","10","""small-world""","300","95","96","301","192","109","0.06666666666666667","0.5","247","318","227","73"
"21","true","""random""","false","10","""small-world""","300","95","127","301","168","133","1","1","990","549","210","90"
"27","true","""random""","false","10","""small-world""","300","95","42","301","227","74","0.2","0.3333333333333333","417","166","128","172"
"28","true","""random""","false","10","""small-world""","300","95","109","301","85","216","0.3333333333333333","1","391","354","233","67"
"26","true","""random""","false","10","""small-world""","300","95","60","301","132","169","1","1","300","349","247","53"
"29","true","""random""","false","10","""small-world""","300","95","78","301","99","202","1","1","509","420","235","65"
"31","true","""random""","false","10","""small-world""","300","95","109","301","269","32","1","1","813","428","215","85"
"33","true","""random""","false","10","""small-world""","300","95","72","301","93","208","1","1","140","317","261","39"
"30","true","""random""","false","10","""small-world""","300","95","92","301","156","145","1","1","644","159","116","184"
"35","true","""random""","false","10","""small-world""","300","95","84","301","173","128","1","1","711","446","222","78"
"32","true","""random""","false","10","""small-world""","300","95","93","301","40","261","0.03571428571428571","1","771","476","227","73"
"36","true","""random""","false","10","""small-world""","300","95","59","301","179","122","1","1","857","180","117","183"
"38","true","""random""","false","10","""small-world""","300","95","46","301","99","202","0.2","0.5","177","314","249","51"
"34","true","""random""","false","10","""small-world""","300","95","110","301","153","148","1","1","515","402","221","79"
"37","true","""random""","false","10","""small-world""","300","95","107","301","110","191","1","1","575","412","242","58"
"40","true","""random""","false","10","""small-world""","300","95","55","301","197","104","1","1","324","345","247","53"
"41","true","""random""","false","10","""small-world""","300","95","88","301","125","176","1","0.3333333333333333","838","463","203","97"
"43","true","""random""","false","10","""small-world""","300","95","56","301","0","301","1","0.2","60","277","269","31"
"45","true","""random""","false","10","""small-world""","300","95","57","301","61","240","0.16666666666666666","1","312","331","241","59"
"44","true","""random""","false","10","""small-world""","300","95","128","301","84","217","1","1","670","439","226","74"
"42","true","""random""","false","10","""small-world""","300","95","84","301","180","121","1","1","336","373","245","55"
"39","true","""random""","false","10","""small-world""","300","95","108","301","125","176","0.5","0.5","768","179","127","173"
"46","true","""random""","false","10","""small-world""","300","95","90","301","149","152","0.5","0.5","629","438","216","84"
"50","true","""random""","false","10","""small-world""","300","95","47","301","262","39","1","0.16666666666666666","265","330","244","56"
"47","true","""random""","false","10","""small-world""","300","95","148","301","69","232","1","1","662","425","233","67"
"51","true","""random""","false","10","""small-world""","300","95","74","301","203","98","0.3333333333333333","1","1299","634","185","115"
"48","true","""random""","false","10","""small-world""","300","95","114","301","145","156","0.5","0.5","778","525","236","64"
"49","true","""random""","false","10","""small-world""","300","95","95","301","207","94","0.5","1","1037","212","106","194"
"53","true","""random""","false","10","""small-world""","300","95","79","301","23","278","1","1","305","362","250","50"
"56","true","""random""","false","10","""small-world""","300","95","50","301","66","235","0.5","1","147","300","252","48"
"55","true","""random""","false","10","""small-world""","300","95","50","301","214","87","1","1","704","219","120","180"
"54","true","""random""","false","10","""small-world""","300","95","85","301","57","244","1","1","437","394","255","45"
"57","true","""random""","false","10","""small-world""","300","95","64","301","221","80","1","1","272","345","243","57"
"60","true","""random""","false","10","""small-world""","300","95","55","301","67","234","0.16666666666666666","0.5","199","316","247","53"
"59","true","""random""","false","10","""small-world""","300","95","86","301","107","194","1","1","257","340","246","54"
"58","true","""random""","false","10","""small-world""","300","95","78","301","26","275","0.5","1","1078","225","123","177"
"61","true","""random""","false","10","""small-world""","300","95","75","301","222","79","1","1","484","393","240","60"
"52","true","""random""","false","10","""small-world""","300","95","167","301","238","63","1","1","1423","664","207","93"
"64","true","""random""","false","10","""small-world""","300","95","78","301","89","212","1","0.125","524","407","225","75"
"63","true","""random""","false","10","""small-world""","300","95","68","301","258","43","1","1","716","187","115","185"
"62","true","""random""","false","10","""small-world""","300","95","78","301","28","273","1","0.5","854","509","240","60"
"66","true","""random""","false","10","""small-world""","300","95","62","301","255","46","1","1","411","376","232","68"
"65","true","""random""","false","10","""small-world""","300","95","85","301","176","125","1","1","277","316","228","72"
"69","true","""random""","false","10","""small-world""","300","95","65","301","238","63","1","1","236","331","252","48"
"67","true","""random""","false","10","""small-world""","300","95","40","301","26","275","0.3333333333333333","1","273","146","135","165"
"71","true","""random""","false","10","""small-world""","300","95","48","301","115","186","1","1","144","299","254","46"
"68","true","""random""","false","10","""small-world""","300","95","102","301","201","100","1","1","1241","610","220","80"
"73","true","""random""","false","10","""small-world""","300","95","100","301","243","58","0.16666666666666666","1","1170","207","116","184"
"72","true","""random""","false","10","""small-world""","300","95","71","301","218","83","1","1","583","426","218","82"
"74","true","""random""","false","10","""small-world""","300","95","52","301","0","301","1","0.25","48","283","273","27"
"75","true","""random""","false","10","""small-world""","300","95","71","301","154","147","1","0.5","569","156","125","175"
"70","true","""random""","false","10","""small-world""","300","95","132","301","220","81","1","1","545","412","232","68"
"77","true","""random""","false","10","""small-world""","300","95","89","301","167","134","1","1","911","494","194","106"
"78","true","""random""","false","10","""small-world""","300","95","60","301","81","220","0.5","0.2","421","150","128","172"
"76","true","""random""","false","10","""small-world""","300","95","60","301","179","122","1","1","530","425","222","78"
"79","true","""random""","false","10","""small-world""","300","95","63","301","92","209","0.5","1","172","327","258","42"
"81","true","""random""","false","10","""small-world""","300","95","72","301","20","281","0.5","1","837","198","124","176"
"83","true","""random""","false","10","""small-world""","300","95","85","301","138","163","1","1","317","358","247","53"
"84","true","""random""","false","10","""small-world""","300","95","74","301","47","254","1","0.25","1302","287","114","186"
"86","true","""random""","false","10","""small-world""","300","95","62","301","91","210","1","0.5","594","169","119","181"
"82","true","""random""","false","10","""small-world""","300","95","77","301","106","195","1","1","565","450","239","61"
"85","true","""random""","false","10","""small-world""","300","95","145","301","216","85","1","1","1706","731","167","133"
"88","true","""random""","false","10","""small-world""","300","95","56","301","15","286","1","1","297","340","253","47"
"87","true","""random""","false","10","""small-world""","300","95","65","301","95","206","1","0.5","584","169","127","173"
"89","true","""random""","false","10","""small-world""","300","95","91","301","208","93","1","1","595","430","228","72"
"90","true","""random""","false","10","""small-world""","300","95","46","301","59","242","1","1","163","320","261","39"
"92","true","""random""","false","10","""small-world""","300","95","81","301","89","212","0.3333333333333333","0.5","176","333","259","41"
"80","true","""random""","false","10","""small-world""","300","95","156","301","59","242","0.1","1","1259","604","207","93"
"91","true","""random""","false","10","""small-world""","300","95","88","301","69","232","0.3333333333333333","0.5","1146","227","111","189"
"94","true","""random""","false","10","""small-world""","300","95","146","301","176","125","0.5","0.3333333333333333","876","501","205","95"
"93","true","""random""","false","10","""small-world""","300","95","62","301","252","49","0.5","1","386","375","246","54"
"97","true","""random""","false","10","""small-world""","300","95","109","301","169","132","1","1","529","388","219","81"
"96","true","""random""","false","10","""small-world""","300","95","48","301","36","265","0.5","1","463","168","127","173"
"99","true","""random""","false","10","""small-world""","300","95","54","301","215","86","1","0.2","136","299","258","42"
"98","true","""random""","false","10","""small-world""","300","95","67","301","173","128","1","1","575","408","227","73"
"95","true","""random""","false","10","""small-world""","300","95","119","301","145","156","1","0.3333333333333333","743","438","220","80"
"100","true","""random""","false","10","""small-world""","300","95","68","301","214","87","0.5","1","628","183","124","176"
