"BehaviorSpace results (NetLogo 5.3)"
"untrust01.nlogo"
"experiment3_distrust40sw_sceptic"
"08/19/2016 14:43:57:117 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","_log","discovery_type","_exportMovie","proportionSkeptic","_network_type","_nodes","confirmationSkeptic","[step]","count turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","sum [costsTrust] of turtles","sum [costsDisTrust] of turtles","count links with [color = yellow]","count links with [color = green]"
"2","true","""random""","false","90","""small-world""","40","95","27","41","18","23","0.3333333333333333","1","123","6","2","38"
"3","true","""random""","false","90","""small-world""","40","95","15","41","20","21","0.5","0.2","87","3","3","37"
"4","true","""random""","false","90","""small-world""","40","95","14","41","11","30","1","0.5","60","9","5","35"
"6","true","""random""","false","90","""small-world""","40","95","19","41","18","23","0.5","0.3333333333333333","74","3","3","37"
"7","true","""random""","false","90","""small-world""","40","95","19","41","20","21","1","0.07692307692307693","107","8","4","36"
"5","true","""random""","false","90","""small-world""","40","95","14","41","17","24","1","0.5","86","5","5","35"
"9","true","""random""","false","90","""small-world""","40","95","16","41","21","20","1","1","71","6","5","35"
"8","true","""random""","false","90","""small-world""","40","95","18","41","21","20","1","0.5","95","4","2","38"
"11","true","""random""","false","90","""small-world""","40","95","19","41","13","28","1","1","115","6","6","34"
"10","true","""random""","false","90","""small-world""","40","95","37","41","5","36","1","0.3333333333333333","206","5","5","35"
"14","true","""random""","false","90","""small-world""","40","95","13","41","21","20","0.5","1","45","4","4","36"
"12","true","""random""","false","90","""small-world""","40","95","23","41","15","26","1","1","119","4","3","37"
"15","true","""random""","false","90","""small-world""","40","95","13","41","12","29","1","0.5","62","5","5","35"
"16","true","""random""","false","90","""small-world""","40","95","16","41","6","35","1","0.2","72","11","2","38"
"18","true","""random""","false","90","""small-world""","40","95","26","41","6","35","0.5","1","110","17","3","37"
"13","true","""random""","false","90","""small-world""","40","95","35","41","14","27","0.25","1","178","11","5","35"
"17","true","""random""","false","90","""small-world""","40","95","21","41","9","32","0.5","0.5","183","6","3","37"
"19","true","""random""","false","90","""small-world""","40","95","21","41","29","12","1","1","124","3","3","37"
"20","true","""random""","false","90","""small-world""","40","95","30","41","27","14","1","1","106","7","5","35"
"21","true","""random""","false","90","""small-world""","40","95","14","41","23","18","1","1","61","6","4","36"
"23","true","""random""","false","90","""small-world""","40","95","17","41","0","41","1","1","87","8","7","33"
"25","true","""random""","false","90","""small-world""","40","95","21","41","21","20","1","1","122","9","3","37"
"22","true","""random""","false","90","""small-world""","40","95","24","41","10","31","1","1","200","5","3","37"
"24","true","""random""","false","90","""small-world""","40","95","23","41","21","20","1","0.5","187","6","3","37"
"27","true","""random""","false","90","""small-world""","40","95","14","41","33","8","0.2","0.5","65","8","2","38"
"28","true","""random""","false","90","""small-world""","40","95","17","41","9","32","1","1","116","5","5","35"
"29","true","""random""","false","90","""small-world""","40","95","24","41","31","10","0.16666666666666666","1","248","3","3","37"
"30","true","""random""","false","90","""small-world""","40","95","40","41","26","15","1","1","196","9","4","36"
"31","true","""random""","false","90","""small-world""","40","95","26","41","38","3","0.5","1","131","16","1","39"
"33","true","""random""","false","90","""small-world""","40","95","20","41","10","31","0.25","1","98","3","3","37"
"32","true","""random""","false","90","""small-world""","40","95","30","41","41","0","0.5","1","110","5","5","35"
"26","true","""random""","false","90","""small-world""","40","95","31","41","33","8","1","0.3333333333333333","154","11","6","34"
"36","true","""random""","false","90","""small-world""","40","95","22","41","30","11","1","0.25","125","6","4","36"
"34","true","""random""","false","90","""small-world""","40","95","34","41","26","15","1","0.5","227","4","2","38"
"37","true","""random""","false","90","""small-world""","40","95","16","41","24","17","1","0.3333333333333333","72","7","6","34"
"38","true","""random""","false","90","""small-world""","40","95","21","41","9","32","1","1","129","2","2","38"
"39","true","""random""","false","90","""small-world""","40","95","32","41","30","11","1","0.25","238","9","4","36"
"40","true","""random""","false","90","""small-world""","40","95","22","41","9","32","0.5","1","166","13","1","39"
"41","true","""random""","false","90","""small-world""","40","95","25","41","30","11","1","1","122","7","4","36"
"42","true","""random""","false","90","""small-world""","40","95","12","41","24","17","1","0.5","50","3","3","37"
"43","true","""random""","false","90","""small-world""","40","95","22","41","13","28","1","1","190","11","5","35"
"35","true","""random""","false","90","""small-world""","40","95","29","41","5","36","1","1","161","10","5","35"
"45","true","""random""","false","90","""small-world""","40","95","21","41","16","25","1","1","90","3","3","37"
"44","true","""random""","false","90","""small-world""","40","95","29","41","18","23","1","1","114","7","7","33"
"46","true","""random""","false","90","""small-world""","40","95","30","41","34","7","0.16666666666666666","0.5","196","17","3","37"
"47","true","""random""","false","90","""small-world""","40","95","20","41","6","35","0.5","1","101","14","4","36"
"50","true","""random""","false","90","""small-world""","40","95","14","41","12","29","1","0.5","52","3","3","37"
"49","true","""random""","false","90","""small-world""","40","95","32","41","29","12","0.5","1","140","5","5","35"
"51","true","""random""","false","90","""small-world""","40","95","21","41","36","5","1","1","92","3","3","37"
"48","true","""random""","false","90","""small-world""","40","95","38","41","24","17","0.16666666666666666","1","229","10","6","34"
"52","true","""random""","false","90","""small-world""","40","95","21","41","15","26","0.09090909090909091","0.5","125","10","4","36"
"54","true","""random""","false","90","""small-world""","40","95","20","41","23","18","1","0.16666666666666666","110","7","5","35"
"53","true","""random""","false","90","""small-world""","40","95","19","41","15","26","1","0.25","117","4","1","39"
"55","true","""random""","false","90","""small-world""","40","95","17","41","19","22","1","1","116","7","2","38"
"56","true","""random""","false","90","""small-world""","40","95","25","41","16","25","1","1","166","17","3","37"
"59","true","""random""","false","90","""small-world""","40","95","24","41","21","20","1","0.5","107","6","5","35"
"60","true","""random""","false","90","""small-world""","40","95","32","41","24","17","1","0.07692307692307693","152","7","5","35"
"61","true","""random""","false","90","""small-world""","40","95","19","41","35","6","1","0.25","113","10","5","35"
