"BehaviorSpace results (NetLogo 5.3)"
"untrust01.nlogo"
"experiment3_distrust300sw_balanced"
"08/19/2016 14:32:36:527 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","_log","discovery_type","_exportMovie","proportionSkeptic","_network_type","_nodes","confirmationSkeptic","[step]","count turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","sum [costsTrust] of turtles","sum [costsDisTrust] of turtles","count links with [color = yellow]","count links with [color = green]"
"1","true","""random""","false","50","""small-world""","300","95","54","301","227","74","0.16666666666666666","1","583","188","125","175"
"3","true","""random""","false","50","""small-world""","300","95","41","301","132","169","1","0.2","296","152","127","173"
"2","true","""random""","false","50","""small-world""","300","95","47","301","220","81","1","1","263","154","137","163"
"5","true","""random""","false","50","""small-world""","300","95","66","301","164","137","1","1","348","145","125","175"
"6","true","""random""","false","50","""small-world""","300","95","75","301","148","153","0.2","1","869","206","108","192"
"7","true","""random""","false","50","""small-world""","300","95","48","301","181","120","1","0.3333333333333333","274","169","136","164"
"4","true","""random""","false","50","""small-world""","300","95","134","301","128","173","1","0.5","819","286","119","181"
"8","true","""random""","false","50","""small-world""","300","95","78","301","151","150","1","1","592","165","116","184"
"9","true","""random""","false","50","""small-world""","300","95","75","301","261","40","1","1","799","208","113","187"
"10","true","""random""","false","50","""small-world""","300","95","69","301","267","34","1","0.5","529","186","129","171"
"13","true","""random""","false","50","""small-world""","300","95","50","301","139","162","0.125","1","261","142","129","171"
"12","true","""random""","false","50","""small-world""","300","95","100","301","195","106","0.5","0.25","1406","249","113","187"
"15","true","""random""","false","50","""small-world""","300","95","63","301","160","141","1","0.5","497","182","124","176"
"16","true","""random""","false","50","""small-world""","300","95","86","301","182","119","1","0.3333333333333333","413","162","133","167"
"17","true","""random""","false","50","""small-world""","300","95","59","301","86","215","0.5","1","338","153","130","170"
"11","true","""random""","false","50","""small-world""","300","95","131","301","148","153","1","0.5","1430","363","104","196"
"14","true","""random""","false","50","""small-world""","300","95","48","301","220","81","1","1","421","180","131","169"
"18","true","""random""","false","50","""small-world""","300","95","54","301","34","267","0.5","1","398","153","127","173"
"19","true","""random""","false","50","""small-world""","300","95","60","301","301","0","0.3333333333333333","1","293","150","125","175"
"23","true","""random""","false","50","""small-world""","300","95","52","301","158","143","1","0.5","315","144","123","177"
"21","true","""random""","false","50","""small-world""","300","95","94","301","57","244","1","0.3333333333333333","747","220","125","175"
"24","true","""random""","false","50","""small-world""","300","95","55","301","249","52","1","1","480","163","127","173"
"22","true","""random""","false","50","""small-world""","300","95","111","301","144","157","1","1","1110","195","115","185"
"26","true","""random""","false","50","""small-world""","300","95","63","301","1","300","1","1","418","159","130","170"
"20","true","""random""","false","50","""small-world""","300","95","243","301","148","153","1","0.1","2576","589","112","188"
"25","true","""random""","false","50","""small-world""","300","95","39","301","55","246","1","1","375","182","133","167"
"29","true","""random""","false","50","""small-world""","300","95","76","301","0","301","1","1","387","202","146","154"
"27","true","""random""","false","50","""small-world""","300","95","85","301","236","65","1","0.3333333333333333","960","187","124","176"
"28","true","""random""","false","50","""small-world""","300","95","119","301","152","149","1","1","1493","306","94","206"
"30","true","""random""","false","50","""small-world""","300","95","41","301","247","54","1","1","283","162","136","164"
"34","true","""random""","false","50","""small-world""","300","95","38","301","140","161","0.5","1","279","174","138","162"
"35","true","""random""","false","50","""small-world""","300","95","34","301","80","221","1","1","318","183","141","159"
"33","true","""random""","false","50","""small-world""","300","95","97","301","120","181","0.5","0.3333333333333333","820","223","119","181"
"32","true","""random""","false","50","""small-world""","300","95","84","301","188","113","0.5","1","1257","224","101","199"
"36","true","""random""","false","50","""small-world""","300","95","45","301","154","147","0.3333333333333333","1","326","183","134","166"
"31","true","""random""","false","50","""small-world""","300","95","112","301","183","118","1","0.5","1079","288","104","196"
"37","true","""random""","false","50","""small-world""","300","95","59","301","238","63","1","0.5","601","210","125","175"
"39","true","""random""","false","50","""small-world""","300","95","52","301","71","230","1","0.5","356","163","135","165"
"38","true","""random""","false","50","""small-world""","300","95","39","301","36","265","0.1111111111111111","1","427","160","131","169"
"40","true","""random""","false","50","""small-world""","300","95","89","301","154","147","0.5","1","871","248","108","192"
"41","true","""random""","false","50","""small-world""","300","95","97","301","247","54","1","0.5","1228","217","105","195"
"42","true","""random""","false","50","""small-world""","300","95","68","301","231","70","1","1","669","238","130","170"
"45","true","""random""","false","50","""small-world""","300","95","65","301","134","167","1","1","486","153","115","185"
"46","true","""random""","false","50","""small-world""","300","95","50","301","215","86","0.5","1","297","160","138","162"
"47","true","""random""","false","50","""small-world""","300","95","48","301","163","138","0.5","0.25","338","159","130","170"
"48","true","""random""","false","50","""small-world""","300","95","42","301","169","132","1","0.09090909090909091","335","186","139","161"
"43","true","""random""","false","50","""small-world""","300","95","91","301","65","236","1","1","678","185","130","170"
"49","true","""random""","false","50","""small-world""","300","95","71","301","257","44","1","1","758","187","113","187"
"50","true","""random""","false","50","""small-world""","300","95","49","301","254","47","0.2","1","508","183","120","180"
"53","true","""random""","false","50","""small-world""","300","95","64","301","287","14","1","1","466","177","136","164"
"51","true","""random""","false","50","""small-world""","300","95","68","301","109","192","0.030303030303030304","1","390","151","132","168"
"52","true","""random""","false","50","""small-world""","300","95","79","301","216","85","1","0.04","678","187","123","177"
"44","true","""random""","false","50","""small-world""","300","95","81","301","66","235","1","0.5","745","244","117","183"
"56","true","""random""","false","50","""small-world""","300","95","71","301","210","91","1","1","477","142","125","175"
"54","true","""random""","false","50","""small-world""","300","95","61","301","279","22","1","0.5","410","159","132","168"
"55","true","""random""","false","50","""small-world""","300","95","70","301","0","301","1","1","561","164","136","164"
"58","true","""random""","false","50","""small-world""","300","95","61","301","181","120","1","1","371","164","127","173"
"60","true","""random""","false","50","""small-world""","300","95","72","301","277","24","1","1","1057","214","125","175"
"61","true","""random""","false","50","""small-world""","300","95","47","301","114","187","0.3333333333333333","1","304","159","130","170"
"57","true","""random""","false","50","""small-world""","300","95","138","301","47","254","0.5","1","1233","364","123","177"
"64","true","""random""","false","50","""small-world""","300","95","104","301","153","148","1","0.5","825","252","120","180"
"63","true","""random""","false","50","""small-world""","300","95","64","301","73","228","1","0.3333333333333333","554","155","122","178"
"59","true","""random""","false","50","""small-world""","300","95","69","301","161","140","0.5","1","522","217","123","177"
"65","true","""random""","false","50","""small-world""","300","95","72","301","239","62","0.1111111111111111","1","498","191","117","183"
"62","true","""random""","false","50","""small-world""","300","95","77","301","171","130","0.2","1","472","159","126","174"
"67","true","""random""","false","50","""small-world""","300","95","56","301","264","37","1","1","366","171","133","167"
"70","true","""random""","false","50","""small-world""","300","95","48","301","50","251","0.2","1","358","195","142","158"
"66","true","""random""","false","50","""small-world""","300","95","80","301","36","265","0.3333333333333333","1","674","211","125","175"
"68","true","""random""","false","50","""small-world""","300","95","104","301","126","175","0.5","1","596","243","119","181"
"71","true","""random""","false","50","""small-world""","300","95","46","301","107","194","1","0.5","345","180","140","160"
"74","true","""random""","false","50","""small-world""","300","95","53","301","280","21","0.05","1","547","178","138","162"
"75","true","""random""","false","50","""small-world""","300","95","39","301","184","117","1","1","172","151","142","158"
"73","true","""random""","false","50","""small-world""","300","95","137","301","177","124","1","1","1179","356","105","195"
"76","true","""random""","false","50","""small-world""","300","95","43","301","117","184","1","0.3333333333333333","326","187","136","164"
"77","true","""random""","false","50","""small-world""","300","95","88","301","88","213","1","1","536","207","130","170"
"78","true","""random""","false","50","""small-world""","300","95","44","301","232","69","1","1","241","156","141","159"
"72","true","""random""","false","50","""small-world""","300","95","60","301","57","244","0.25","0.16666666666666666","526","223","122","178"
"81","true","""random""","false","50","""small-world""","300","95","49","301","146","155","1","1","326","141","128","172"
"69","true","""random""","false","50","""small-world""","300","95","82","301","168","133","0.3333333333333333","1","693","180","123","177"
"80","true","""random""","false","50","""small-world""","300","95","80","301","250","51","1","1","936","239","117","183"
"84","true","""random""","false","50","""small-world""","300","95","59","301","148","153","1","1","610","239","131","169"
"79","true","""random""","false","50","""small-world""","300","95","137","301","172","129","1","0.5","1225","300","105","195"
"82","true","""random""","false","50","""small-world""","300","95","68","301","25","276","1","1","695","226","125","175"
"85","true","""random""","false","50","""small-world""","300","95","54","301","182","119","1","0.5","294","185","140","160"
"83","true","""random""","false","50","""small-world""","300","95","82","301","64","237","1","0.5","488","157","126","174"
"88","true","""random""","false","50","""small-world""","300","95","48","301","91","210","1","1","370","181","133","167"
"87","true","""random""","false","50","""small-world""","300","95","61","301","162","139","0.25","1","369","168","134","166"
"90","true","""random""","false","50","""small-world""","300","95","50","301","258","43","0.5","1","445","188","127","173"
"89","true","""random""","false","50","""small-world""","300","95","98","301","39","262","1","0.3333333333333333","772","183","128","172"
"86","true","""random""","false","50","""small-world""","300","95","100","301","195","106","1","0.5","620","253","118","182"
"92","true","""random""","false","50","""small-world""","300","95","42","301","171","130","1","1","295","190","137","163"
"91","true","""random""","false","50","""small-world""","300","95","71","301","65","236","1","1","657","194","121","179"
"95","true","""random""","false","50","""small-world""","300","95","45","301","87","214","1","0.5","293","158","132","168"
"93","true","""random""","false","50","""small-world""","300","95","72","301","179","122","1","0.3333333333333333","663","186","132","168"
"97","true","""random""","false","50","""small-world""","300","95","79","301","112","189","1","1","1457","314","114","186"
"98","true","""random""","false","50","""small-world""","300","95","70","301","191","110","1","1","655","176","117","183"
"99","true","""random""","false","50","""small-world""","300","95","61","301","187","114","1","1","456","199","121","179"
"96","true","""random""","false","50","""small-world""","300","95","88","301","43","258","1","0.25","1047","262","121","179"
"94","true","""random""","false","50","""small-world""","300","95","110","301","140","161","1","1","1661","390","107","193"
"100","true","""random""","false","50","""small-world""","300","95","90","301","252","49","1","1","719","194","126","174"
