"BehaviorSpace results (NetLogo 5.3)"
"untrust01.nlogo"
"experiment3_distrust50sw_sceptic"
"08/19/2016 14:43:06:485 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","_log","discovery_type","_exportMovie","proportionSkeptic","_network_type","_nodes","confirmationSkeptic","[step]","count turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","sum [costsTrust] of turtles","sum [costsDisTrust] of turtles","count links with [color = yellow]","count links with [color = green]"
"2","true","""random""","false","90","""small-world""","50","95","26","51","13","38","0.25","1","153","7","5","45"
"3","true","""random""","false","90","""small-world""","50","95","19","51","31","20","0.25","1","138","7","3","47"
"5","true","""random""","false","90","""small-world""","50","95","22","51","29","22","1","0.3333333333333333","155","8","4","46"
"7","true","""random""","false","90","""small-world""","50","95","16","51","5","46","0.5","1","93","6","5","45"
"6","true","""random""","false","90","""small-world""","50","95","42","51","24","27","1","1","248","7","3","47"
"8","true","""random""","false","90","""small-world""","50","95","14","51","13","38","0.3333333333333333","0.1111111111111111","70","5","5","45"
"10","true","""random""","false","90","""small-world""","50","95","15","51","24","27","0.5","0.5","76","7","5","45"
"4","true","""random""","false","90","""small-world""","50","95","35","51","13","38","1","1","225","13","6","44"
"11","true","""random""","false","90","""small-world""","50","95","21","51","38","13","1","1","115","8","5","45"
"13","true","""random""","false","90","""small-world""","50","95","13","51","10","41","1","1","66","7","4","46"
"12","true","""random""","false","90","""small-world""","50","95","22","51","9","42","1","1","108","9","9","41"
"15","true","""random""","false","90","""small-world""","50","95","34","51","42","9","1","1","195","12","8","42"
"16","true","""random""","false","90","""small-world""","50","95","27","51","31","20","1","1","157","14","7","43"
"14","true","""random""","false","90","""small-world""","50","95","20","51","13","38","0.3333333333333333","1","181","12","2","48"
"9","true","""random""","false","90","""small-world""","50","95","31","51","5","46","0.5","1","206","7","6","44"
"17","true","""random""","false","90","""small-world""","50","95","15","51","16","35","1","1","88","5","1","49"
"19","true","""random""","false","90","""small-world""","50","95","19","51","2","49","0.16666666666666666","0.5","122","7","6","44"
"18","true","""random""","false","90","""small-world""","50","95","20","51","45","6","1","0.2","96","11","7","43"
"20","true","""random""","false","90","""small-world""","50","95","17","51","20","31","1","1","173","10","3","47"
"23","true","""random""","false","90","""small-world""","50","95","19","51","50","1","1","1","129","10","4","46"
"21","true","""random""","false","90","""small-world""","50","95","21","51","12","39","0.16666666666666666","1","194","7","4","46"
"22","true","""random""","false","90","""small-world""","50","95","29","51","31","20","1","1","202","19","5","45"
"25","true","""random""","false","90","""small-world""","50","95","19","51","35","16","1","1","116","5","5","45"
"27","true","""random""","false","90","""small-world""","50","95","21","51","25","26","1","1","131","8","3","47"
"24","true","""random""","false","90","""small-world""","50","95","16","51","42","9","0.5","0.25","104","5","2","48"
"28","true","""random""","false","90","""small-world""","50","95","24","51","46","5","0.16666666666666666","1","133","8","5","45"
"26","true","""random""","false","90","""small-world""","50","95","29","51","19","32","1","1","171","18","7","43"
"29","true","""random""","false","90","""small-world""","50","95","20","51","11","40","1","0.5","90","5","5","45"
"1","true","""random""","false","90","""small-world""","50","95","90","301","156","145","1","0.5","530","161","122","178"
"32","true","""random""","false","90","""small-world""","50","95","20","51","47","4","0.3333333333333333","0.3333333333333333","180","11","3","47"
"30","true","""random""","false","90","""small-world""","50","95","38","51","13","38","0.5","1","366","7","5","45"
"34","true","""random""","false","90","""small-world""","50","95","12","51","37","14","1","0.14285714285714285","77","6","5","45"
"31","true","""random""","false","90","""small-world""","50","95","45","51","12","39","0.25","1","215","16","8","42"
"35","true","""random""","false","90","""small-world""","50","95","29","51","31","20","1","1","175","10","4","46"
"36","true","""random""","false","90","""small-world""","50","95","19","51","25","26","1","1","139","12","4","46"
"39","true","""random""","false","90","""small-world""","50","95","21","51","48","3","1","1","142","5","5","45"
"40","true","""random""","false","90","""small-world""","50","95","21","51","20","31","1","1","139","6","3","47"
"38","true","""random""","false","90","""small-world""","50","95","29","51","27","24","1","1","196","7","3","47"
"41","true","""random""","false","90","""small-world""","50","95","32","51","36","15","1","1","259","8","3","47"
"37","true","""random""","false","90","""small-world""","50","95","20","51","21","30","0.5","0.1111111111111111","97","8","7","43"
"43","true","""random""","false","90","""small-world""","50","95","16","51","23","28","1","1","92","5","4","46"
"42","true","""random""","false","90","""small-world""","50","95","29","51","20","31","0.5","1","207","6","6","44"
"45","true","""random""","false","90","""small-world""","50","95","16","51","11","40","1","0.5","77","8","4","46"
"46","true","""random""","false","90","""small-world""","50","95","21","51","51","0","1","1","101","6","6","44"
"47","true","""random""","false","90","""small-world""","50","95","14","51","28","23","0.25","1","77","6","5","45"
"48","true","""random""","false","90","""small-world""","50","95","23","51","42","9","0.5","1","123","6","5","45"
"49","true","""random""","false","90","""small-world""","50","95","18","51","12","39","0.3333333333333333","1","95","4","3","47"
"50","true","""random""","false","90","""small-world""","50","95","31","51","22","29","0.5","0.5","165","8","4","46"
"44","true","""random""","false","90","""small-world""","50","95","21","51","38","13","0.07692307692307693","0.25","154","9","8","42"
"51","true","""random""","false","90","""small-world""","50","95","14","51","30","21","0.3333333333333333","0.5","94","5","5","45"
