"BehaviorSpace results (NetLogo 5.3)"
"untrust01.nlogo"
"experiment3_distrust10sw_lazy30"
"08/19/2016 14:30:28:442 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","_log","discovery_type","_exportMovie","proportionSkeptic","_network_type","_nodes","confirmationSkeptic","[step]","count turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","sum [costsTrust] of turtles","sum [costsDisTrust] of turtles","count links with [color = yellow]","count links with [color = green]"
"4","true","""random""","false","10","""small-world""","30","95","12","31","19","12","0.125","1","51","47","22","8"
"2","true","""random""","false","10","""small-world""","30","95","25","31","6","25","1","1","101","65","23","7"
"3","true","""random""","false","10","""small-world""","30","95","21","31","17","14","1","1","44","47","21","9"
"7","true","""random""","false","10","""small-world""","30","95","20","31","21","10","1","1","35","36","23","7"
"5","true","""random""","false","10","""small-world""","30","95","13","31","19","12","0.5","1","57","43","20","10"
"6","true","""random""","false","10","""small-world""","30","95","12","31","14","17","0.25","1","18","33","25","5"
"9","true","""random""","false","10","""small-world""","30","95","14","31","19","12","0.5","0.3333333333333333","47","36","17","13"
"11","true","""random""","false","10","""small-world""","30","95","24","31","16","15","0.5","1","102","51","15","15"
"12","true","""random""","false","10","""small-world""","30","95","11","31","22","9","1","0.3333333333333333","24","31","23","7"
"10","true","""random""","false","10","""small-world""","30","95","17","31","12","19","1","1","29","38","25","5"
"13","true","""random""","false","10","""small-world""","30","95","16","31","0","31","0.25","1","41","44","27","3"
"8","true","""random""","false","10","""small-world""","30","95","23","31","11","20","0.14285714285714285","1","109","60","18","12"
"14","true","""random""","false","10","""small-world""","30","95","14","31","25","6","1","1","29","38","24","6"
"15","true","""random""","false","10","""small-world""","30","95","15","31","10","21","1","0.5","87","48","20","10"
"17","true","""random""","false","10","""small-world""","30","95","18","31","9","22","1","0.3333333333333333","85","52","21","9"
"18","true","""random""","false","10","""small-world""","30","95","13","31","3","28","1","0.5","59","44","22","8"
"19","true","""random""","false","10","""small-world""","30","95","12","31","9","22","1","1","14","37","27","3"
"16","true","""random""","false","10","""small-world""","30","95","31","31","22","9","0.5","1","144","67","16","14"
"21","true","""random""","false","10","""small-world""","30","95","16","31","9","22","1","0.5","29","40","25","5"
"20","true","""random""","false","10","""small-world""","30","95","12","31","21","10","1","1","23","30","23","7"
"23","true","""random""","false","10","""small-world""","30","95","14","31","16","15","1","0.3333333333333333","28","39","27","3"
"25","true","""random""","false","10","""small-world""","30","95","13","31","18","13","0.5","1","14","35","26","4"
"26","true","""random""","false","10","""small-world""","30","95","17","31","13","18","1","1","46","43","21","9"
"22","true","""random""","false","10","""small-world""","30","95","18","31","13","18","0.3333333333333333","1","42","39","23","7"
"27","true","""random""","false","10","""small-world""","30","95","12","31","23","8","0.25","0.5","14","31","26","4"
"29","true","""random""","false","10","""small-world""","30","95","20","31","31","0","1","1","49","38","23","7"
"30","true","""random""","false","10","""small-world""","30","95","16","31","5","26","0.5","1","37","42","24","6"
"31","true","""random""","false","10","""small-world""","30","95","16","31","11","20","1","1","64","47","16","14"
"32","true","""random""","false","10","""small-world""","30","95","12","31","21","10","0.1111111111111111","0.5","12","33","27","3"
"33","true","""random""","false","10","""small-world""","30","95","14","31","26","5","0.1111111111111111","1","30","37","25","5"
"28","true","""random""","false","10","""small-world""","30","95","20","31","8","23","1","1","39","40","22","8"
"35","true","""random""","false","10","""small-world""","30","95","15","31","28","3","1","1","57","40","21","9"
"24","true","""random""","false","10","""small-world""","30","95","19","31","1","30","0.5","0.3333333333333333","65","50","26","4"
"36","true","""random""","false","10","""small-world""","30","95","12","31","29","2","1","1","38","33","23","7"
"37","true","""random""","false","10","""small-world""","30","95","14","31","16","15","1","1","28","35","26","4"
"34","true","""random""","false","10","""small-world""","30","95","16","31","7","24","1","1","38","41","24","6"
"38","true","""random""","false","10","""small-world""","30","95","15","31","26","5","0.5","1","54","39","22","8"
"39","true","""random""","false","10","""small-world""","30","95","19","31","22","9","1","1","78","51","20","10"
"40","true","""random""","false","10","""small-world""","30","95","12","31","9","22","1","1","21","36","24","6"
"41","true","""random""","false","10","""small-world""","30","95","13","31","13","18","0.25","1","28","35","22","8"
"43","true","""random""","false","10","""small-world""","30","95","13","31","24","7","1","1","58","43","23","7"
"45","true","""random""","false","10","""small-world""","30","95","16","31","31","0","1","1","41","38","25","5"
"42","true","""random""","false","10","""small-world""","30","95","16","31","18","13","0.3333333333333333","0.5","41","40","21","9"
"46","true","""random""","false","10","""small-world""","30","95","15","31","20","11","1","1","19","34","26","4"
"44","true","""random""","false","10","""small-world""","30","95","18","31","16","15","0.5","1","47","44","22","8"
"48","true","""random""","false","10","""small-world""","30","95","23","31","9","22","1","1","115","64","21","9"
"47","true","""random""","false","10","""small-world""","30","95","13","31","16","15","0.125","0.25","51","40","21","9"
"50","true","""random""","false","10","""small-world""","30","95","24","31","16","15","1","1","56","49","22","8"
"51","true","""random""","false","10","""small-world""","30","95","12","31","0","31","1","0.5","13","32","27","3"
"49","true","""random""","false","10","""small-world""","30","95","15","31","28","3","1","1","40","41","26","4"
"52","true","""random""","false","10","""small-world""","30","95","15","31","23","8","1","1","30","41","25","5"
"53","true","""random""","false","10","""small-world""","30","95","18","31","19","12","0.5","1","54","41","19","11"
"54","true","""random""","false","10","""small-world""","30","95","23","31","29","2","1","1","108","47","18","12"
"56","true","""random""","false","10","""small-world""","30","95","15","31","14","17","1","1","72","53","22","8"
"57","true","""random""","false","10","""small-world""","30","95","12","31","19","12","0.25","1","30","35","20","10"
"55","true","""random""","false","10","""small-world""","30","95","30","31","18","13","1","1","94","53","20","10"
"58","true","""random""","false","10","""small-world""","30","95","13","31","10","21","0.5","1","25","36","22","8"
"60","true","""random""","false","10","""small-world""","30","95","14","31","9","22","0.1111111111111111","1","31","38","24","6"
"59","true","""random""","false","10","""small-world""","30","95","16","31","6","25","0.25","0.25","33","40","25","5"
"61","true","""random""","false","10","""small-world""","30","95","15","31","16","15","0.5","1","46","43","22","8"
"62","true","""random""","false","10","""small-world""","30","95","15","31","3","28","1","1","32","43","26","4"
"65","true","""random""","false","10","""small-world""","30","95","11","31","9","22","1","0.1111111111111111","9","32","27","3"
"64","true","""random""","false","10","""small-world""","30","95","13","31","14","17","1","0.25","24","37","26","4"
"63","true","""random""","false","10","""small-world""","30","95","15","31","9","22","1","1","43","38","19","11"
"1","true","""random""","false","10","""small-world""","30","95","75","301","221","80","1","1","933","218","124","176"
"66","true","""random""","false","10","""small-world""","30","95","17","31","5","26","1","1","49","44","24","6"
"67","true","""random""","false","10","""small-world""","30","95","13","31","7","24","1","0.2","44","39","24","6"
"68","true","""random""","false","10","""small-world""","30","95","16","31","26","5","0.3333333333333333","1","49","38","22","8"
"70","true","""random""","false","10","""small-world""","30","95","10","31","13","18","1","1","11","32","27","3"
"73","true","""random""","false","10","""small-world""","30","95","13","31","19","12","1","1","22","35","25","5"
"69","true","""random""","false","10","""small-world""","30","95","111","301","218","83","1","1","697","154","121","179"
