"BehaviorSpace results (NetLogo 5.3)"
"untrust01.nlogo"
"experiment3_distrust10sw_lazy40"
"08/19/2016 14:29:17:602 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","_log","discovery_type","_exportMovie","proportionSkeptic","_network_type","_nodes","confirmationSkeptic","[step]","count turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","sum [costsTrust] of turtles","sum [costsDisTrust] of turtles","count links with [color = yellow]","count links with [color = green]"
"3","true","""random""","false","10","""small-world""","40","95","34","41","23","18","0.5","0.2","90","60","27","13"
"4","true","""random""","false","10","""small-world""","40","95","37","41","14","27","1","0.5","136","87","26","14"
"2","true","""random""","false","10","""small-world""","40","95","32","41","14","27","1","0.25","142","75","24","16"
"6","true","""random""","false","10","""small-world""","40","95","32","41","19","22","1","0.5","102","69","26","14"
"7","true","""random""","false","10","""small-world""","40","95","42","41","15","26","1","0.25","200","101","28","12"
"5","true","""random""","false","10","""small-world""","40","95","57","41","30","11","1","1","249","98","18","22"
"8","true","""random""","false","10","""small-world""","40","95","32","41","17","24","1","0.5","91","68","27","13"
"9","true","""random""","false","10","""small-world""","40","95","17","41","4","37","1","0.25","92","49","30","10"
"11","true","""random""","false","10","""small-world""","40","95","50","41","21","20","0.5","1","155","78","22","18"
"10","true","""random""","false","10","""small-world""","40","95","43","41","15","26","0.5","0.5","136","73","23","17"
"12","true","""random""","false","10","""small-world""","40","95","38","41","19","22","1","1","160","77","24","16"
"14","true","""random""","false","10","""small-world""","40","95","35","41","18","23","1","1","108","71","24","16"
"13","true","""random""","false","10","""small-world""","40","95","39","41","21","20","0.3333333333333333","1","94","67","25","15"
"16","true","""random""","false","10","""small-world""","40","95","33","41","14","27","1","0.5","99","62","24","16"
"15","true","""random""","false","10","""small-world""","40","95","30","41","29","12","0.25","1","134","65","21","19"
"17","true","""random""","false","10","""small-world""","40","95","32","41","39","2","1","1","96","55","22","18"
"18","true","""random""","false","10","""small-world""","40","95","36","41","16","25","1","1","143","88","28","12"
"19","true","""random""","false","10","""small-world""","40","95","20","41","41","0","0.2","0.5","50","39","29","11"
"21","true","""random""","false","10","""small-world""","40","95","29","41","17","24","0.25","1","65","52","27","13"
"22","true","""random""","false","10","""small-world""","40","95","15","41","30","11","0.25","1","40","47","28","12"
"20","true","""random""","false","10","""small-world""","40","95","41","41","17","24","0.5","1","181","98","19","21"
"25","true","""random""","false","10","""small-world""","40","95","39","41","23","18","1","1","85","66","25","15"
"24","true","""random""","false","10","""small-world""","40","95","21","41","17","24","0.25","1","83","56","26","14"
"27","true","""random""","false","10","""small-world""","40","95","16","41","32","9","1","0.25","66","45","31","9"
"26","true","""random""","false","10","""small-world""","40","95","35","41","20","21","0.3333333333333333","1","97","66","25","15"
"23","true","""random""","false","10","""small-world""","40","95","25","41","0","41","1","1","34","47","35","5"
"28","true","""random""","false","10","""small-world""","40","95","27","41","12","29","0.25","1","95","58","27","13"
"30","true","""random""","false","10","""small-world""","40","95","35","41","28","13","1","0.5","142","73","19","21"
"32","true","""random""","false","10","""small-world""","40","95","34","41","35","6","0.5","1","267","104","16","24"
"29","true","""random""","false","10","""small-world""","40","95","41","41","20","21","0.5","1","109","70","28","12"
"31","true","""random""","false","10","""small-world""","40","95","20","41","25","16","1","1","101","56","22","18"
"35","true","""random""","false","10","""small-world""","40","95","14","41","2","39","1","0.25","32","47","33","7"
"33","true","""random""","false","10","""small-world""","40","95","51","41","21","20","0.3333333333333333","0.5","169","88","24","16"
"34","true","""random""","false","10","""small-world""","40","95","34","41","15","26","0.5","1","110","71","21","19"
"37","true","""random""","false","10","""small-world""","40","95","39","41","23","18","0.2","1","202","89","19","21"
"36","true","""random""","false","10","""small-world""","40","95","23","41","14","27","0.25","1","68","55","29","11"
"38","true","""random""","false","10","""small-world""","40","95","41","41","9","32","0.5","0.5","151","96","26","14"
"40","true","""random""","false","10","""small-world""","40","95","31","41","20","21","1","0.25","115","64","24","16"
"41","true","""random""","false","10","""small-world""","40","95","66","41","20","21","1","1","384","159","16","24"
"39","true","""random""","false","10","""small-world""","40","95","76","41","29","12","0.5","1","340","125","18","22"
"43","true","""random""","false","10","""small-world""","40","95","54","41","9","32","1","1","229","118","26","14"
"42","true","""random""","false","10","""small-world""","40","95","20","41","22","19","1","1","85","52","23","17"
"45","true","""random""","false","10","""small-world""","40","95","43","41","16","25","0.5","1","162","101","28","12"
"44","true","""random""","false","10","""small-world""","40","95","37","41","12","29","0.5","1","113","72","23","17"
"47","true","""random""","false","10","""small-world""","40","95","52","41","6","35","1","0.5","168","99","27","13"
"46","true","""random""","false","10","""small-world""","40","95","21","41","29","12","1","1","47","46","29","11"
"49","true","""random""","false","10","""small-world""","40","95","41","41","22","19","1","0.5","155","82","26","14"
"51","true","""random""","false","10","""small-world""","40","95","31","41","20","21","0.5","1","75","60","25","15"
"52","true","""random""","false","10","""small-world""","40","95","50","41","22","19","0.3333333333333333","1","152","79","20","20"
"48","true","""random""","false","10","""small-world""","40","95","58","41","14","27","0.5","1","239","110","19","21"
"50","true","""random""","false","10","""small-world""","40","95","26","41","17","24","1","1","80","51","27","13"
"55","true","""random""","false","10","""small-world""","40","95","22","41","28","13","0.25","0.5","75","48","25","15"
"54","true","""random""","false","10","""small-world""","40","95","40","41","17","24","1","1","198","95","29","11"
"53","true","""random""","false","10","""small-world""","40","95","54","41","30","11","0.5","1","150","79","24","16"
"56","true","""random""","false","10","""small-world""","40","95","21","41","29","12","1","1","66","45","27","13"
"59","true","""random""","false","10","""small-world""","40","95","17","41","35","6","1","1","65","44","31","9"
"57","true","""random""","false","10","""small-world""","40","95","54","41","14","27","1","0.5","175","92","22","18"
"58","true","""random""","false","10","""small-world""","40","95","54","41","17","24","0.5","0.5","202","99","26","14"
"62","true","""random""","false","10","""small-world""","40","95","33","41","28","13","1","1","88","57","25","15"
"61","true","""random""","false","10","""small-world""","40","95","54","41","22","19","1","0.5","162","91","24","16"
"1","true","""random""","false","10","""small-world""","40","95","82","301","148","153","1","1","448","157","125","175"
"63","true","""random""","false","10","""small-world""","40","95","43","41","20","21","1","0.3333333333333333","241","102","23","17"
"64","true","""random""","false","10","""small-world""","40","95","38","41","10","31","1","1","211","106","28","12"
"60","true","""random""","false","10","""small-world""","40","95","38","41","16","25","1","1","283","108","18","22"
"68","true","""random""","false","10","""small-world""","40","95","23","41","32","9","0.25","1","68","51","26","14"
"69","true","""random""","false","10","""small-world""","40","95","25","41","21","20","0.25","1","59","50","27","13"
"67","true","""random""","false","10","""small-world""","40","95","21","41","0","41","0.5","1","10","43","37","3"
"70","true","""random""","false","10","""small-world""","40","95","20","41","0","41","1","1","9","36","34","6"
"72","true","""random""","false","10","""small-world""","40","95","19","41","5","36","0.3333333333333333","1","40","47","32","8"
"66","true","""random""","false","10","""small-world""","40","95","43","41","27","14","1","1","130","67","23","17"
"73","true","""random""","false","10","""small-world""","40","95","16","41","41","0","0.3333333333333333","1","45","42","30","10"
"75","true","""random""","false","10","""small-world""","40","95","37","41","15","26","1","0.25","283","102","18","22"
"76","true","""random""","false","10","""small-world""","40","95","21","41","38","3","1","1","71","50","31","9"
"71","true","""random""","false","10","""small-world""","40","95","42","41","26","15","0.14285714285714285","1","110","69","23","17"
"77","true","""random""","false","10","""small-world""","40","95","16","41","10","31","0.25","0.3333333333333333","41","46","29","11"
"79","true","""random""","false","10","""small-world""","40","95","29","41","22","19","0.08333333333333333","1","96","55","22","18"
"80","true","""random""","false","10","""small-world""","40","95","18","41","19","22","1","1","63","46","26","14"
"81","true","""random""","false","10","""small-world""","40","95","26","41","24","17","1","1","79","52","26","14"
"78","true","""random""","false","10","""small-world""","40","95","41","41","26","15","0.5","1","107","66","20","20"
"74","true","""random""","false","10","""small-world""","40","95","71","41","33","8","1","1","310","121","15","25"
"82","true","""random""","false","10","""small-world""","40","95","30","41","32","9","1","1","233","80","17","23"
"85","true","""random""","false","10","""small-world""","40","95","15","41","14","27","1","1","25","38","30","10"
"86","true","""random""","false","10","""small-world""","40","95","40","41","26","15","1","1","207","92","20","20"
