BehaviorSpace results (NetLogo 5.3),,,,,,,,,,,,,,,,,
untrust01.nlogo,,,,,,,,,,,,,,,,,
experiment2_distrust300sw_lazyproportion10,,,,,,,,,,,,,,,,,
08/19/2016 10:33:21:739 +0100,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,
0,30,0,31,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
[run number],_log,discovery_type,_exportMovie,proportionSkeptic,_network_type,_nodes,confirmationSkeptic,[step],count turtles,count turtles with [ p? ],count turtles with [ _p? ],[ranking] of turtle discoverP,[ranking] of turtle discoverNotP,sum [costsTrust] of turtles,sum [costsDisTrust] of turtles,count links with [color = yellow],count links with [color = green]
1,true,"""random""",false,10,"""small-world""",300,95,65,301,244,57,1,1,413,148,132,168
2,true,"""random""",false,10,"""small-world""",300,95,76,301,6,295,0.3333333333,0.5,473,416,262,38
3,true,"""random""",false,10,"""small-world""",300,95,67,301,254,47,1,1,337,313,230,70
4,true,"""random""",false,10,"""small-world""",300,95,115,301,245,56,1,0.125,870,419,196,104
5,true,"""random""",false,10,"""small-world""",300,95,53,301,12,289,1,1,392,161,132,168
6,true,"""random""",false,10,"""small-world""",300,95,74,301,48,253,1,1,245,346,257,43
7,true,"""random""",false,10,"""small-world""",300,95,89,301,39,262,0.5,0.25,575,362,226,74
8,true,"""random""",false,10,"""small-world""",300,95,61,301,191,110,0.3333333333,1,231,324,251,49
9,true,"""random""",false,10,"""small-world""",300,95,86,301,100,201,1,1,728,417,214,86
10,true,"""random""",false,10,"""small-world""",300,95,98,301,149,152,1,1,2087,810,172,128
11,true,"""random""",false,10,"""small-world""",300,95,170,301,103,198,1,0.5,1591,572,186,114
12,true,"""random""",false,10,"""small-world""",300,95,69,301,101,200,1,1,175,310,257,43
13,true,"""random""",false,10,"""small-world""",300,95,83,301,113,188,1,0.1666666667,520,411,251,49
14,true,"""random""",false,10,"""small-world""",300,95,93,301,258,43,1,1,1841,754,158,142
15,true,"""random""",false,10,"""small-world""",300,95,70,301,301,0,1,0.25,314,153,135,165
16,true,"""random""",false,10,"""small-world""",300,95,122,301,233,68,1,1,1049,436,219,81
17,true,"""random""",false,10,"""small-world""",300,95,79,301,166,135,0.1111111111,1,269,338,246,54
18,true,"""random""",false,10,"""small-world""",300,95,87,301,187,114,0.5,1,371,350,224,76
19,true,"""random""",false,10,"""small-world""",300,95,88,301,97,204,0.5,0.3333333333,435,328,232,68
20,true,"""random""",false,10,"""small-world""",300,95,65,301,168,133,1,1,242,323,246,54
21,true,"""random""",false,10,"""small-world""",300,95,51,301,281,20,1,1,243,334,255,45
22,true,"""random""",false,10,"""small-world""",300,95,46,301,104,197,1,1,150,303,258,42
23,true,"""random""",false,10,"""small-world""",300,95,80,301,134,167,1,1,743,178,114,186
24,true,"""random""",false,10,"""small-world""",300,95,60,301,36,265,1,1,312,355,249,51
25,true,"""random""",false,10,"""small-world""",300,95,66,301,255,46,1,1,274,329,243,57
26,true,"""random""",false,10,"""small-world""",300,95,90,301,127,174,1,0.3333333333,761,432,219,81
27,true,"""random""",false,10,"""small-world""",300,95,79,301,130,171,0.2,0.1,874,537,242,58
28,true,"""random""",false,10,"""small-world""",300,95,130,301,84,217,0.5,1,585,346,225,75
29,true,"""random""",false,10,"""small-world""",300,95,60,301,201,100,1,1,356,153,131,169
30,true,"""random""",false,10,"""small-world""",300,95,45,301,115,186,1,1,82,263,253,47
31,true,"""random""",false,10,"""small-world""",300,95,80,301,213,88,0.5,1,691,430,219,81
32,true,"""random""",false,10,"""small-world""",300,95,92,301,171,130,0.5,0.3333333333,1096,571,205,95
33,true,"""random""",false,10,"""small-world""",300,95,73,301,71,230,1,1,504,407,244,56
34,true,"""random""",false,10,"""small-world""",300,95,84,301,96,205,0.5,1,554,165,122,178
35,true,"""random""",false,10,"""small-world""",300,95,63,301,22,279,0.5,1,316,353,247,53
36,true,"""random""",false,10,"""small-world""",300,95,154,301,215,86,1,1,1743,582,155,145
37,true,"""random""",false,10,"""small-world""",300,95,59,301,291,10,0.0909090909,0.3333333333,358,343,241,59
38,true,"""random""",false,10,"""small-world""",300,95,132,301,224,77,0.25,0.1428571429,1021,472,214,86
39,true,"""random""",false,10,"""small-world""",300,95,47,301,78,223,0.5,1,197,304,248,52
40,true,"""random""",false,10,"""small-world""",300,95,81,301,183,118,1,1,1046,223,120,180
41,true,"""random""",false,10,"""small-world""",300,95,67,301,218,83,0.037037037,1,778,489,221,79
42,true,"""random""",false,10,"""small-world""",300,95,132,301,54,247,1,0.5,539,418,224,76
43,true,"""random""",false,10,"""small-world""",300,95,58,301,23,278,0.5,0.5,612,203,132,168
44,true,"""random""",false,10,"""small-world""",300,95,44,301,281,20,1,1,366,155,131,169
45,true,"""random""",false,10,"""small-world""",300,95,183,301,89,212,1,0.5,1780,617,183,117
46,true,"""random""",false,10,"""small-world""",300,95,63,301,20,281,0.1666666667,1,404,363,240,60
47,true,"""random""",false,10,"""small-world""",300,95,62,301,266,35,1,1,394,333,240,60
48,true,"""random""",false,10,"""small-world""",300,95,98,301,110,191,0.25,0.5,959,214,108,192
49,true,"""random""",false,10,"""small-world""",300,95,72,301,257,44,1,1,310,311,243,57
50,true,"""random""",false,10,"""small-world""",300,95,65,301,174,127,1,1,191,308,234,66
51,true,"""random""",false,10,"""small-world""",300,95,79,301,87,214,0.5,0.1666666667,943,508,208,92
52,true,"""random""",false,10,"""small-world""",300,95,75,301,216,85,0.5,1,369,354,240,60
53,true,"""random""",false,10,"""small-world""",300,95,68,301,28,273,0.5,1,437,342,238,62
54,true,"""random""",false,10,"""small-world""",300,95,101,301,94,207,1,0.3333333333,807,170,119,181
55,true,"""random""",false,10,"""small-world""",300,95,91,301,132,169,0.5,1,791,446,224,76
56,true,"""random""",false,10,"""small-world""",300,95,63,301,39,262,0.3333333333,1,383,374,247,53
57,true,"""random""",false,10,"""small-world""",300,95,153,301,250,51,1,1,799,384,215,85
58,true,"""random""",false,10,"""small-world""",300,95,62,301,56,245,0.5,0.5,557,414,236,64
59,true,"""random""",false,10,"""small-world""",300,95,36,301,220,81,1,1,98,279,261,39
60,true,"""random""",false,10,"""small-world""",300,95,59,301,141,160,1,1,317,144,132,168
61,true,"""random""",false,10,"""small-world""",300,95,84,301,247,54,1,1,500,409,235,65
62,true,"""random""",false,10,"""small-world""",300,95,132,301,70,231,1,1,576,339,222,78
63,true,"""random""",false,10,"""small-world""",300,95,60,301,131,170,0.3333333333,1,314,347,245,55
64,true,"""random""",false,10,"""small-world""",300,95,87,301,33,268,1,1,720,405,230,70
65,true,"""random""",false,10,"""small-world""",300,95,62,301,259,42,1,1,332,339,241,59
66,true,"""random""",false,10,"""small-world""",300,95,91,301,212,89,0.5,0.3333333333,951,194,119,181
67,true,"""random""",false,10,"""small-world""",300,95,60,301,192,109,0.5,1,263,302,226,74
68,true,"""random""",false,10,"""small-world""",300,95,64,301,269,32,1,0.5,367,366,240,60
69,true,"""random""",false,10,"""small-world""",300,95,51,301,214,87,0.5,1,155,318,262,38
70,true,"""random""",false,10,"""small-world""",300,95,40,301,212,89,1,0.5,102,285,255,45
71,true,"""random""",false,10,"""small-world""",300,95,63,301,119,182,1,1,137,284,249,51
72,true,"""random""",false,10,"""small-world""",300,95,64,301,82,219,0.25,0.0434782609,304,343,252,48
73,true,"""random""",false,10,"""small-world""",300,95,74,301,176,125,1,0.2,549,158,128,172
74,true,"""random""",false,10,"""small-world""",300,95,82,301,166,135,0.3333333333,0.5,511,388,226,74
75,true,"""random""",false,10,"""small-world""",300,95,68,301,130,171,0.2,1,293,350,250,50
76,true,"""random""",false,10,"""small-world""",300,95,129,301,116,185,1,1,601,332,210,90
77,true,"""random""",false,10,"""small-world""",300,95,56,301,81,220,1,0.5,149,288,252,48
78,true,"""random""",false,10,"""small-world""",300,95,79,301,199,102,1,1,624,165,117,183
79,true,"""random""",false,10,"""small-world""",300,95,82,301,139,162,1,1,521,410,237,63
80,true,"""random""",false,10,"""small-world""",300,95,106,301,119,182,1,0.5,1072,491,185,115
81,true,"""random""",false,10,"""small-world""",300,95,74,301,142,159,1,0.5,218,333,254,46
82,true,"""random""",false,10,"""small-world""",300,95,94,301,51,250,1,1,757,164,117,183
83,true,"""random""",false,10,"""small-world""",300,95,54,301,131,170,1,1,156,311,253,47
84,true,"""random""",false,10,"""small-world""",300,95,99,301,239,62,0.0909090909,1,705,434,224,76
85,true,"""random""",false,10,"""small-world""",300,95,107,301,225,76,1,1,644,373,210,90
86,true,"""random""",false,10,"""small-world""",300,95,70,301,248,53,0.5,1,311,326,229,71
87,true,"""random""",false,10,"""small-world""",300,95,38,301,85,216,0.5,1,71,282,264,36
88,true,"""random""",false,10,"""small-world""",300,95,69,301,179,122,1,1,414,357,233,67
89,true,"""random""",false,10,"""small-world""",300,95,122,301,189,112,0.2,0.5,731,390,225,75
90,true,"""random""",false,10,"""small-world""",300,95,75,301,66,235,1,0.5,673,394,227,73
91,true,"""random""",false,10,"""small-world""",300,95,76,301,168,133,0.2,1,628,167,126,174
92,true,"""random""",false,10,"""small-world""",300,95,51,301,251,50,0.3333333333,0.3333333333,375,158,125,175
93,true,"""random""",false,10,"""small-world""",300,95,87,301,246,55,1,1,1122,621,227,73
94,true,"""random""",false,10,"""small-world""",300,95,53,301,166,135,0.0833333333,1,391,386,234,66
95,true,"""random""",false,10,"""small-world""",300,95,92,301,151,150,1,1,422,365,230,70
96,true,"""random""",false,10,"""small-world""",300,95,105,301,266,35,1,1,963,190,118,182
97,true,"""random""",false,10,"""small-world""",300,95,63,301,173,128,1,1,522,395,232,68
98,true,"""random""",false,10,"""small-world""",300,95,59,301,301,0,0.5,0.5,230,317,247,53
99,true,"""random""",false,10,"""small-world""",300,95,193,301,177,124,1,1,1407,562,203,97
100,true,"""random""",false,10,"""small-world""",300,95,95,301,216,85,0.5,1,866,457,192,108
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,350.92,575.45,
