BehaviorSpace results (NetLogo 5.3),,,,,,,,,,,,,,,,,
untrust01.nlogo,,,,,,,,,,,,,,,,,
experiment2_distrust300sw_lazyproportion80,,,,,,,,,,,,,,,,,
08/19/2016 10:45:17:964 +0100,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,
0,30,0,31,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
[run number],_log,discovery_type,_exportMovie,proportionSkeptic,_network_type,_nodes,confirmationSkeptic,[step],count turtles,count turtles with [ p? ],count turtles with [ _p? ],[ranking] of turtle discoverP,[ranking] of turtle discoverNotP,sum [costsTrust] of turtles,sum [costsDisTrust] of turtles,count links with [color = yellow],count links with [color = green]
1,true,"""random""",false,80,"""small-world""",300,95,97,301,196,105,0.1111111111,1,716,120,65,235
2,true,"""random""",false,80,"""small-world""",300,95,90,301,120,181,1,0.1666666667,662,167,122,178
3,true,"""random""",false,80,"""small-world""",300,95,105,301,168,133,1,1,946,81,48,252
4,true,"""random""",false,80,"""small-world""",300,95,64,301,42,259,1,1,657,86,55,245
5,true,"""random""",false,80,"""small-world""",300,95,77,301,112,189,1,1,1051,212,108,192
6,true,"""random""",false,80,"""small-world""",300,95,61,301,111,190,0.3333333333,1,423,66,55,245
7,true,"""random""",false,80,"""small-world""",300,95,85,301,145,156,1,1,756,63,45,255
8,true,"""random""",false,80,"""small-world""",300,95,85,301,191,110,1,1,642,173,124,176
9,true,"""random""",false,80,"""small-world""",300,95,142,301,207,94,1,1,2649,148,51,249
10,true,"""random""",false,80,"""small-world""",300,95,56,301,273,28,1,1,1157,120,57,243
11,true,"""random""",false,80,"""small-world""",300,95,110,301,208,93,1,1,1450,89,46,254
12,true,"""random""",false,80,"""small-world""",300,95,62,301,162,139,1,0.5,290,147,132,168
13,true,"""random""",false,80,"""small-world""",300,95,78,301,137,164,1,0.5,603,118,61,239
14,true,"""random""",false,80,"""small-world""",300,95,95,301,114,187,1,1,1004,81,44,256
15,true,"""random""",false,80,"""small-world""",300,95,81,301,88,213,0.5,1,579,170,123,177
16,true,"""random""",false,80,"""small-world""",300,95,50,301,120,181,0.5,1,277,62,58,242
17,true,"""random""",false,80,"""small-world""",300,95,124,301,52,249,1,1,1079,150,61,239
18,true,"""random""",false,80,"""small-world""",300,95,127,301,193,108,1,0.5,1103,80,51,249
19,true,"""random""",false,80,"""small-world""",300,95,86,301,85,216,1,1,865,188,116,184
20,true,"""random""",false,80,"""small-world""",300,95,49,301,28,273,1,1,530,89,59,241
21,true,"""random""",false,80,"""small-world""",300,95,60,301,207,94,1,0.125,570,71,54,246
22,true,"""random""",false,80,"""small-world""",300,95,62,301,104,197,1,0.2,462,71,57,243
23,true,"""random""",false,80,"""small-world""",300,95,87,301,144,157,1,1,1674,143,49,251
24,true,"""random""",false,80,"""small-world""",300,95,76,301,268,33,0.3333333333,1,492,59,50,250
25,true,"""random""",false,80,"""small-world""",300,95,132,301,126,175,0.3333333333,1,1903,112,33,267
26,true,"""random""",false,80,"""small-world""",300,95,52,301,274,27,0.3333333333,0.5,575,92,59,241
27,true,"""random""",false,80,"""small-world""",300,95,56,301,34,267,0.3333333333,1,499,188,130,170
28,true,"""random""",false,80,"""small-world""",300,95,106,301,174,127,0.25,0.5,1092,147,56,244
29,true,"""random""",false,80,"""small-world""",300,95,81,301,49,252,1,1,1044,89,51,249
30,true,"""random""",false,80,"""small-world""",300,95,86,301,261,40,1,1,485,152,126,174
31,true,"""random""",false,80,"""small-world""",300,95,86,301,91,210,1,0.2,593,82,56,244
32,true,"""random""",false,80,"""small-world""",300,95,54,301,31,270,1,1,581,126,65,235
33,true,"""random""",false,80,"""small-world""",300,95,81,301,195,106,1,0.5,609,64,49,251
34,true,"""random""",false,80,"""small-world""",300,95,93,301,236,65,1,1,961,130,64,236
35,true,"""random""",false,80,"""small-world""",300,95,88,301,96,205,0.0526315789,1,611,62,53,247
36,true,"""random""",false,80,"""small-world""",300,95,49,301,101,200,1,0.5,395,170,130,170
37,true,"""random""",false,80,"""small-world""",300,95,61,301,110,191,1,1,647,202,115,185
38,true,"""random""",false,80,"""small-world""",300,95,77,301,119,182,1,1,494,99,68,232
39,true,"""random""",false,80,"""small-world""",300,95,116,301,198,103,0.25,1,810,67,48,252
40,true,"""random""",false,80,"""small-world""",300,95,49,301,38,263,0.5,0.5,487,102,60,240
41,true,"""random""",false,80,"""small-world""",300,95,91,301,19,282,0.1666666667,1,1460,127,56,244
42,true,"""random""",false,80,"""small-world""",300,95,105,301,165,136,1,1,806,189,121,179
43,true,"""random""",false,80,"""small-world""",300,95,64,301,9,292,0.25,1,671,96,65,235
44,true,"""random""",false,80,"""small-world""",300,95,128,301,140,161,1,1,2260,241,60,240
45,true,"""random""",false,80,"""small-world""",300,95,76,301,226,75,1,0.2,571,60,53,247
46,true,"""random""",false,80,"""small-world""",300,95,67,301,216,85,0.25,1,768,75,47,253
47,true,"""random""",false,80,"""small-world""",300,95,159,301,123,178,1,0.5,1462,171,60,240
48,true,"""random""",false,80,"""small-world""",300,95,67,301,82,219,1,0.3333333333,458,61,54,246
49,true,"""random""",false,80,"""small-world""",300,95,57,301,23,278,1,1,575,66,57,243
50,true,"""random""",false,80,"""small-world""",300,95,52,301,217,84,1,0.5,399,66,57,243
51,true,"""random""",false,80,"""small-world""",300,95,90,301,206,95,1,1,697,72,54,246
52,true,"""random""",false,80,"""small-world""",300,95,53,301,114,187,1,0.5,522,89,58,242
53,true,"""random""",false,80,"""small-world""",300,95,56,301,186,115,0.3333333333,1,301,146,130,170
54,true,"""random""",false,80,"""small-world""",300,95,105,301,83,218,1,1,1770,111,44,256
55,true,"""random""",false,80,"""small-world""",300,95,116,301,174,127,1,1,906,137,59,241
56,true,"""random""",false,80,"""small-world""",300,95,47,301,155,146,1,0.3333333333,340,63,60,240
57,true,"""random""",false,80,"""small-world""",300,95,75,301,181,120,0.3333333333,0.25,614,161,121,179
58,true,"""random""",false,80,"""small-world""",300,95,186,301,34,267,0.3333333333,0.5,1815,98,51,249
59,true,"""random""",false,80,"""small-world""",300,95,56,301,139,162,1,0.3333333333,395,154,132,168
60,true,"""random""",false,80,"""small-world""",300,95,79,301,99,202,1,0.5,760,85,52,248
61,true,"""random""",false,80,"""small-world""",300,95,58,301,298,3,1,1,538,169,131,169
62,true,"""random""",false,80,"""small-world""",300,95,54,301,205,96,1,1,385,66,57,243
63,true,"""random""",false,80,"""small-world""",300,95,70,301,148,153,1,1,754,187,123,177
64,true,"""random""",false,80,"""small-world""",300,95,73,301,247,54,1,1,553,66,51,249
65,true,"""random""",false,80,"""small-world""",300,95,65,301,213,88,1,1,809,84,54,246
66,true,"""random""",false,80,"""small-world""",300,95,86,301,192,109,1,1,666,121,62,238
67,true,"""random""",false,80,"""small-world""",300,95,189,301,134,167,0.0666666667,1,3457,394,44,256
68,true,"""random""",false,80,"""small-world""",300,95,51,301,81,220,0.0666666667,1,439,66,59,241
69,true,"""random""",false,80,"""small-world""",300,95,56,301,75,226,1,1,419,60,55,245
70,true,"""random""",false,80,"""small-world""",300,95,36,301,134,167,1,1,274,63,61,239
71,true,"""random""",false,80,"""small-world""",300,95,93,301,102,199,0.5,1,517,156,125,175
72,true,"""random""",false,80,"""small-world""",300,95,87,301,163,138,1,1,910,65,45,255
73,true,"""random""",false,80,"""small-world""",300,95,70,301,274,27,1,1,528,73,58,242
74,true,"""random""",false,80,"""small-world""",300,95,55,301,295,6,1,1,635,68,55,245
75,true,"""random""",false,80,"""small-world""",300,95,51,301,175,126,1,0.25,384,65,60,240
76,true,"""random""",false,80,"""small-world""",300,95,129,301,98,203,1,1,2351,132,41,259
77,true,"""random""",false,80,"""small-world""",300,95,79,301,81,220,0.5,0.2,910,101,57,243
78,true,"""random""",false,80,"""small-world""",300,95,55,301,47,254,0.1666666667,1,670,99,58,242
79,true,"""random""",false,80,"""small-world""",300,95,101,301,148,153,1,1,1152,85,47,253
80,true,"""random""",false,80,"""small-world""",300,95,74,301,244,57,0.3333333333,1,633,82,62,238
81,true,"""random""",false,80,"""small-world""",300,95,95,301,119,182,1,1,946,187,124,176
82,true,"""random""",false,80,"""small-world""",300,95,82,301,135,166,0.5,1,640,75,57,243
83,true,"""random""",false,80,"""small-world""",300,95,73,301,36,265,0.5,1,1385,184,61,239
84,true,"""random""",false,80,"""small-world""",300,95,108,301,134,167,0.1666666667,1,1056,69,45,255
85,true,"""random""",false,80,"""small-world""",300,95,72,301,62,239,1,0.5,578,73,57,243
86,true,"""random""",false,80,"""small-world""",300,95,113,301,94,207,1,1,822,131,62,238
87,true,"""random""",false,80,"""small-world""",300,95,70,301,106,195,0.5,0.5,984,237,113,187
88,true,"""random""",false,80,"""small-world""",300,95,92,301,23,278,1,1,1710,109,48,252
89,true,"""random""",false,80,"""small-world""",300,95,106,301,234,67,1,1,820,129,56,244
90,true,"""random""",false,80,"""small-world""",300,95,67,301,50,251,0.5,1,924,105,55,245
91,true,"""random""",false,80,"""small-world""",300,95,56,301,183,118,1,1,586,87,57,243
92,true,"""random""",false,80,"""small-world""",300,95,76,301,121,180,0.125,1,394,151,131,169
93,true,"""random""",false,80,"""small-world""",300,95,73,301,268,33,1,0.3333333333,529,80,56,244
94,true,"""random""",false,80,"""small-world""",300,95,72,301,178,123,1,0.0454545455,1120,73,45,255
95,true,"""random""",false,80,"""small-world""",300,95,55,301,60,241,1,1,493,76,59,241
96,true,"""random""",false,80,"""small-world""",300,95,74,301,144,157,1,0.5,613,164,121,179
97,true,"""random""",false,80,"""small-world""",300,95,74,301,188,113,0.3333333333,1,500,113,66,234
98,true,"""random""",false,80,"""small-world""",300,95,57,301,238,63,1,1,468,75,56,244
99,true,"""random""",false,80,"""small-world""",300,95,98,301,227,74,0.2,1,704,79,50,250
